,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
65,Indiana,Vassilev,MID,0,0,4,427,500,462,47,1,1.6,1.2,7.0,0,8,0.9,0,0,0,4.5,0.8888888888888888
66,José,Reina,GK,0,0,41,505,248,428,1080,20,10.0,289.4,0.0,4,203,30.0,2,0,1,4.2,9.761904761904761
67,Mbwana,Samatta,FWD,0,1,29,166,408,249,940,18,131.5,67.6,245.0,2,74,44.2,4,0,1,5.1,5.686274509803922
68,Borja,González Tomás,FWD,0,0,2,448,505,459,16,2,1.7,0.2,2.0,0,5,0.4,0,0,0,5.3,0.37735849056603776
69,Kaine,Hayden,MID,0,0,0,614,636,625,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
70,Steve,Cook,DEF,0,1,52,230,96,347,2427,48,51.5,557.2,159.0,5,362,77.2,3,1,6,5.0,10.4
71,Nathan,Aké,DEF,2,2,79,123,56,285,2503,46,92.7,691.2,326.0,6,499,111.0,4,0,2,4.8,16.458333333333336
72,Charlie,Daniels,DEF,0,0,3,517,448,381,126,2,29.6,22.4,0.0,0,18,5.2,0,0,0,4.2,0.7142857142857143
73,Chris,Mepham,DEF,0,1,27,244,258,404,911,19,20.8,276.8,138.0,2,165,43.7,1,0,1,4.3,6.279069767441861
74,Simon,Francis,DEF,0,0,16,319,270,322,964,21,64.4,263.8,72.0,1,161,40.2,1,1,3,4.3,3.7209302325581395
75,Adam,Smith,DEF,1,0,49,286,235,214,2055,40,183.0,309.6,97.0,3,309,58.8,4,0,7,4.3,11.395348837209303
76,Lloyd,Kelly,DEF,0,0,11,392,404,385,638,15,28.4,73.4,20.0,0,85,12.2,1,0,2,4.4,2.5
77,Diego,Rico,DEF,5,0,84,288,81,41,2333,38,558.9,596.6,96.0,10,463,125.5,6,0,6,4.2,20.0
78,Jack,Simpson,DEF,0,0,4,397,437,418,238,6,12.7,33.6,18.0,0,33,6.4,0,0,0,3.9,1.0256410256410258
79,Callum,Wilson,FWD,6,8,116,36,187,102,2906,53,391.1,397.4,848.0,8,321,162.6,4,0,9,7.4,15.675675675675675
80,Joshua,King,FWD,5,6,99,73,167,98,2010,37,412.7,435.8,506.0,11,313,135.1,4,0,0,6.1,16.229508196721312
81,Dominic,Solanke,FWD,2,3,69,64,301,197,1637,39,202.5,223.2,569.0,3,177,99.4,1,0,1,5.1,13.529411764705884
82,Sam,Surridge,FWD,0,0,4,383,488,424,25,2,10.6,3.4,24.0,0,3,3.4,0,0,0,4.3,0.9302325581395349
83,Asmir,Begovic,GK,0,0,0,515,559,543,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
84,Artur,Boruc,GK,0,0,0,510,555,538,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
85,Mark,Travers,GK,0,0,1,531,460,556,90,3,0.0,15.2,0.0,0,9,1.5,0,0,0,4.2,0.23809523809523808
86,Ryan,Fraser,MID,5,1,73,84,206,30,2061,34,627.1,355.6,440.0,2,305,141.9,4,0,2,6.8,10.73529411764706
87,David,Brooks,MID,0,1,21,321,395,279,505,12,100.8,82.2,71.0,1,73,25.4,1,0,1,6.1,3.4426229508196724
88,Junior,Stanislas,MID,1,3,42,168,326,211,706,17,185.4,179.0,241.0,2,155,60.7,1,0,1,5.8,7.241379310344827
89,Jordon,Ibe,MID,0,0,2,617,474,438,48,1,5.4,6.8,0.0,0,10,1.2,0,0,0,4.6,0.4347826086956522
90,Lewis,Cook,MID,1,0,40,323,321,213,1340,30,183.1,187.8,68.0,0,183,43.8,2,0,5,5.0,8.0
91,Andrew,Surman,MID,0,0,6,423,446,393,234,6,25.5,23.6,8.0,0,28,5.6,0,0,1,4.7,1.276595744680851
92,Dan,Gosling,MID,1,3,54,159,230,237,1254,23,151.9,316.4,259.0,1,186,72.6,2,0,3,4.8,11.25
93,Jefferson,Lerma,MID,2,1,65,223,162,205,2702,49,189.4,439.0,169.0,2,376,79.4,4,1,11,4.8,13.541666666666668
94,Jack,Stacey,DEF,2,0,39,297,236,242,1547,27,147.2,308.8,86.0,4,241,54.3,1,0,2,4.3,9.069767441860465
95,Philip,Billing,MID,1,1,68,117,107,173,2526,41,239.8,545.4,342.0,5,347,112.9,5,0,8,4.9,13.877551020408163
96,Arnaut,Danjuma Groeneveld,MID,1,0,24,243,413,293,625,12,82.6,60.6,139.0,0,60,27.9,2,0,0,5.8,4.137931034482759
97,Aaron,Ramsdale,GK,1,0,126,568,11,397,3330,62,24.0,973.8,0.0,13,680,99.7,5,0,0,4.4,28.636363636363633
98,Harry,Wilson,MID,1,7,91,49,197,170,1637,32,242.1,377.4,667.0,7,295,128.5,2,0,2,5.7,15.964912280701753
99,Christian,Saydee,MID,0,0,0,610,632,621,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
100,Gavin,Kilkenny,MID,0,0,0,605,628,617,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
101,Mihai-Alexandru,Dobre,MID,0,0,0,567,594,584,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
102,Shane,Duffy,DEF,0,1,44,283,251,380,1232,18,29.8,288.0,100.0,1,227,41.8,3,0,2,4.8,9.166666666666668
103,Martín,Montoya,DEF,1,0,62,217,220,123,1892,32,338.0,337.4,177.0,3,313,85.5,6,0,5,4.3,14.418604651162791
104,Bernardo,Fernandes da Silva Junior,DEF,0,0,21,293,344,309,675,17,72.6,154.0,92.0,3,121,31.9,1,0,1,4.3,4.883720930232558
105,Leon,Balogun,DEF,0,0,0,536,574,559,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
106,Gaëtan,Bong,DEF,0,0,3,428,458,388,57,3,27.9,16.0,6.0,0,15,5.0,0,0,0,4.2,0.7142857142857143
107,Lewis,Dunk,DEF,3,3,128,79,29,221,3230,50,171.8,825.6,469.0,17,674,146.8,9,0,9,4.8,26.666666666666668
108,Matthew,Clarke,DEF,0,0,0,543,578,565,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
109,Glenn,Murray,FWD,1,1,36,162,403,333,785,10,57.1,74.0,249.0,0,74,37.7,2,0,0,5.4,6.666666666666666
110,Jürgen,Locadia,FWD,0,0,3,373,491,464,85,1,1.3,3.2,30.0,0,5,3.3,1,0,0,5.2,0.5769230769230769
111,Florin,Andone,FWD,0,1,5,389,429,422,71,2,11.3,45.0,21.0,1,20,7.6,0,1,0,4.7,1.0638297872340425
112,Mathew,Ryan,GK,0,0,135,625,10,632,3420,54,0.0,1000.0,0.0,14,754,100.1,9,0,0,4.7,28.72340425531915
113,David,Button,GK,0,0,0,456,509,489,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
114,Pascal,Groß,MID,5,2,76,126,192,12,1791,32,908.5,388.2,323.0,7,326,161.6,3,0,4,6.2,12.258064516129032
115,Alireza,Jahanbakhsh,MID,1,2,28,272,388,327,305,4,62.5,90.6,106.0,2,90,25.9,1,0,0,5.8,4.827586206896552
116,José Heriberto,Izquierdo Mena,MID,0,0,0,658,659,660,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,0.0
117,Anthony,Knockaert,MID,0,0,0,656,658,658,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.3,0.0
118,Yves,Bissouma,MID,0,1,39,280,285,264,1253,18,110.6,238.8,101.0,0,207,45.1,4,0,4,5.0,7.8
119,Davy,Pröpper,MID,2,1,78,150,123,81,2826,46,434.1,522.2,271.0,2,441,122.5,6,0,4,4.8,16.25
120,Solomon,March,MID,1,0,38,147,320,174,1139,15,239.6,189.4,274.0,3,129,70.4,4,0,2,4.6,8.260869565217392
121,Beram,Kayal,MID,0,0,0,513,557,541,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
122,Dale,Stephens,MID,1,0,63,295,163,145,2525,42,292.8,438.6,90.0,1,406,82.2,6,0,8,4.4,14.318181818181817
123,Leandro,Trossard,MID,5,5,104,67,182,38,2004,34,585.4,411.4,540.0,9,352,153.2,4,0,0,5.8,17.931034482758623
124,Dan,Burn,DEF,0,0,86,253,76,135,2879,42,311.9,602.8,128.0,3,480,104.2,9,0,5,4.5,19.11111111111111
125,Adam,Webster,DEF,1,3,88,182,54,235,2668,44,153.2,696.6,221.0,7,514,107.3,5,0,4,4.4,20.0
126,Neal,Maupay,FWD,3,10,131,7,124,112,2763,36,369.2,518.6,1519.0,21,361,240.5,8,0,3,5.7,22.982456140350877
127,Aaron,Mooy,MID,2,2,80,138,165,31,2079,33,614.9,436.6,291.0,9,337,134.0,6,1,1,4.7,17.02127659574468
128,Aaron,Connolly,FWD,3,3,61,69,348,286,1250,22,91.4,150.6,530.0,5,146,76.0,5,0,0,4.2,14.523809523809524
129,Tudor,Baluta,DEF,0,0,0,486,535,517,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
130,Steven,Alzate,MID,0,0,33,196,310,190,1181,18,214.1,202.0,205.0,0,183,62.3,3,0,1,4.4,7.499999999999999
131,Ezequiel,Schelotto,DEF,0,0,9,327,431,417,357,7,12.7,38.4,65.0,0,40,11.4,0,0,2,3.9,2.307692307692308
132,Tariq,Lamptey,DEF,1,0,26,376,387,294,619,8,82.1,91.8,27.0,0,136,20.2,3,0,2,4.1,6.341463414634147
133,Alexis,Mac Allister,MID,0,0,12,326,442,304,348,6,73.8,28.4,66.0,0,35,16.9,0,0,0,5.4,2.222222222222222
134,Alex,Cochrane,DEF,0,0,0,488,537,519,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
135,Ben,Mee,DEF,2,1,110,106,59,272,2880,45,105.8,658.8,362.0,6,549,112.9,13,0,7,4.9,22.448979591836732
136,James,Tarkowski,DEF,3,2,143,95,14,223,3420,50,167.1,919.8,410.0,14,690,149.9,15,0,10,5.5,26.0
137,Matthew,Lowton,DEF,1,0,48,407,246,217,1530,31,181.7,294.2,15.0,1,270,49.2,6,0,2,4.2,11.428571428571429
138,Phil,Bardsley,DEF,2,0,78,269,212,225,1890,19,164.0,350.6,109.0,6,358,62.5,9,0,6,4.4,17.727272727272727
139,Charlie,Taylor,DEF,1,0,84,395,196,168,1944,18,243.0,382.6,19.0,5,375,64.7,10,0,3,4.3,19.53488372093023
140,Kevin,Long,DEF,0,0,21,382,380,463,562,5,1.3,104.8,24.0,0,93,13.0,2,0,0,4.3,4.883720930232558
141,Ben,Gibson,DEF,0,0,0,457,510,490,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
142,Ashley,Barnes,FWD,0,6,61,78,297,292,1350,21,85.1,226.2,474.0,6,161,75.9,8,0,4,6.1,10.0
143,Chris,Wood,FWD,1,14,136,24,101,138,2436,33,299.6,552.2,1070.0,21,384,190.8,11,0,1,6.2,21.93548387096774
144,Matej,Vydra,FWD,1,2,39,149,351,263,807,7,113.3,144.2,273.0,3,112,53.3,5,0,0,5.1,7.647058823529412
145,Nick,Pope,GK,0,0,170,447,18,376,3420,50,30.3,900.0,2.0,23,789,93.1,15,0,1,5.2,32.69230769230769
146,Joe,Hart,GK,0,0,0,509,554,537,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
147,Johann Berg,Gudmundsson,MID,1,1,30,270,365,188,617,7,215.4,118.6,108.0,1,98,44.1,3,0,0,5.9,5.084745762711864
148,Dwight,McNeil,MID,7,2,123,87,62,11,3339,48,931.4,644.2,430.0,6,529,200.6,16,0,5,6.0,20.5
149,Robbie,Brady,MID,2,1,32,254,364,274,445,10,102.1,118.6,128.0,0,112,34.9,1,0,1,5.5,5.818181818181818
150,Steven,Defour,MID,0,0,0,659,660,661,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.5,0.0
151,Jeff,Hendrick,MID,2,2,67,142,263,191,1930,30,213.7,269.8,282.0,4,197,76.5,10,0,8,5.4,12.407407407407407
152,Ashley,Westwood,MID,7,2,118,245,80,16,3150,39,814.2,596.8,135.0,11,567,154.7,15,0,9,5.5,21.454545454545453
153,Jack,Cork,MID,0,0,70,130,233,199,2614,41,198.2,313.2,311.0,0,301,82.4,12,0,1,4.9,14.285714285714285
154,Aaron,Lennon,MID,0,0,15,410,428,364,485,15,37.8,45.0,12.0,0,51,9.6,0,0,4,4.6,3.2608695652173916
155,Erik,Pieters,DEF,5,0,77,294,207,154,1876,35,273.8,355.4,90.0,10,359,71.6,6,0,2,4.3,17.906976744186046
156,Jay,Rodriguez,FWD,2,8,100,39,171,247,2002,34,135.0,431.4,827.0,9,282,137.8,7,0,1,5.7,17.543859649122805
157,Bailey,Peacock-Farrell,GK,0,0,0,549,583,570,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
158,Mace,Goodridge,MID,0,0,0,583,606,596,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
159,Anthony,Driscoll-Glennon,DEF,0,0,0,462,514,494,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
160,Abd-Al-Ali Morakinyo Olaposi,Koiki,DEF,0,0,0,495,544,526,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
161,Josh,Brownhill,MID,0,0,21,350,384,330,805,10,58.5,101.2,49.0,0,111,20.8,4,0,2,4.8,4.375
162,Jimmy,Dunne,DEF,0,0,0,489,538,520,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
163,Bobby,Thomas,DEF,0,0,0,500,549,531,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
164,Max,Thompson,FWD,0,0,1,612,634,623,2,0,0.0,0.0,0.0,0,3,0.0,0,0,0,4.5,0.2222222222222222
165,Lukas,Jensen,GK,0,0,0,498,547,529,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
166,Josh,Benson,MID,0,0,0,586,609,600,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
167,Joel,Mumbongo,FWD,0,0,0,601,624,614,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
168,Marcos,Alonso,DEF,4,4,100,92,181,96,1429,18,413.4,411.8,420.0,11,395,124.3,7,0,4,6.1,16.393442622950822
169,Antonio,Rüdiger,DEF,0,2,63,201,191,284,1710,24,93.3,389.4,194.0,5,351,67.7,5,0,3,5.9,10.677966101694915
170,César,Azpilicueta,DEF,6,2,130,85,16,25,3229,53,708.7,905.2,438.0,16,700,205.4,8,0,1,6.1,21.311475409836067
171,Emerson,Palmieri dos Santos,DEF,0,0,19,178,308,139,1022,21,298.7,207.8,225.0,0,181,73.2,1,0,3,5.4,3.518518518518518
172,Andreas,Christensen,DEF,0,0,34,289,208,311,1751,33,70.9,353.6,96.0,0,325,52.1,3,0,5,4.8,7.083333333333334
173,Davide,Zappacosta,DEF,0,0,0,523,566,549,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
174,Olivier,Giroud,FWD,1,8,68,60,231,245,988,16,144.8,316.2,598.0,5,253,105.4,6,0,1,6.7,10.149253731343283
175,Kepa,Arrizabalaga,GK,0,0,90,657,132,659,2970,47,0.0,503.6,0.0,0,507,50.2,8,0,0,5.4,16.666666666666664
176,Willy,Caballero,GK,0,0,13,628,390,634,450,7,0.0,90.2,0.0,0,74,9.0,1,0,0,4.8,2.7083333333333335
177,Willian,Borges Da Silva,MID,9,9,168,30,26,7,2595,35,1177.7,834.8,930.0,26,698,294.6,10,0,4,7.3,23.013698630136986
178,Pedro,Rodríguez Ledesma,MID,2,1,32,111,340,183,659,12,227.1,161.4,349.0,1,127,73.8,2,0,1,6.8,4.705882352941177
179,Ruben,Loftus-Cheek,MID,1,0,12,369,440,377,203,3,30.2,30.8,33.0,0,37,9.2,1,0,0,5.9,2.0338983050847457
180,Callum,Hudson-Odoi,MID,5,1,53,124,289,121,849,14,341.4,235.2,325.0,3,197,89.9,2,0,1,5.1,10.392156862745098
181,Ross,Barkley,MID,5,1,61,103,267,118,1095,14,344.3,266.0,373.0,5,208,98.2,5,0,0,5.6,10.892857142857144
182,Jorge Luiz,Frello Filho,MID,3,4,92,231,77,92,2376,40,422.4,600.0,158.0,9,535,118.4,6,0,10,4.9,18.77551020408163
183,N'Golo,Kanté,MID,0,3,57,186,175,89,1730,25,424.5,422.8,214.0,2,294,106.3,3,0,4,5.0,11.4
184,Ethan,Ampadu,MID,0,0,0,545,580,567,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
185,Christian,Pulisic,MID,8,9,127,25,98,87,1717,28,426.0,556.2,1059.0,8,379,204.2,6,0,0,7.4,17.16216216216216
186,Mateo,Kovacic,MID,3,1,68,209,136,68,2065,37,458.5,497.0,186.0,6,461,114.0,4,0,8,5.3,12.830188679245284
187,Kurt,Zouma,DEF,0,0,62,229,125,359,2343,37,40.1,518.0,162.0,2,432,71.7,7,0,6,4.7,13.191489361702127
188,Tammy,Abraham,FWD,6,15,153,10,58,150,2206,34,283.2,659.6,1301.0,20,461,223.3,7,0,2,7.3,20.958904109589042
189,Michy,Batshuayi,FWD,2,1,28,211,412,355,224,8,42.9,61.8,185.0,1,59,28.3,0,0,0,6.6,4.242424242424242
190,Robert Kenedy,Nunes do Nascimento,MID,0,0,0,652,657,654,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.2,0.0
191,Mason,Mount,MID,6,7,137,28,65,17,2865,44,814.0,641.2,974.0,11,510,242.8,9,0,3,6.0,22.833333333333332
192,Reece,James,DEF,2,0,61,241,219,85,1510,23,428.8,343.6,143.0,5,373,91.8,5,0,1,4.9,12.448979591836734
193,Fikayo,Tomori,DEF,0,1,48,307,221,316,1291,18,68.6,335.4,79.0,7,271,48.5,4,0,3,4.2,11.428571428571429
194,Billy,Gilmour,MID,0,0,9,436,439,338,191,3,55.3,31.4,5.0,0,41,9.1,1,0,0,4.1,2.1951219512195124
195,Addji Keaninkin Marc-Israel,Guehi,DEF,0,0,0,464,516,496,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
196,Faustino,Anjorin,MID,0,0,1,420,614,466,19,0,1.2,0.0,9.0,0,1,1.0,0,0,0,4.5,0.2222222222222222
