,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
291,Ayoze,Pérez,MID,1,2,58,72,261,119,1322,21,323.6,255.6,482.0,2,149,106.1,5,0,2,6.0,9.666666666666666
292,Demarai,Gray,MID,0,0,1,438,508,455,18,0,1.3,0.2,3.0,0,3,0.5,0,0,0,5.1,0.19607843137254904
293,James,Maddison,MID,7,8,133,51,77,22,2093,28,770.3,588.4,668.0,12,473,202.5,10,0,4,7.2,18.47222222222222
294,Kelechi,Iheanacho,FWD,2,12,110,35,104,80,1452,23,413.9,540.2,814.0,18,424,176.5,5,0,1,6.2,17.741935483870968
295,Hamza,Choudhury,MID,0,0,14,378,434,405,311,2,13.5,34.0,29.0,0,59,7.6,2,0,1,4.6,3.0434782608695654
296,Harvey,Barnes,MID,5,9,126,37,95,103,1944,25,359.0,556.4,810.0,13,348,172.7,7,0,0,6.6,19.090909090909093
297,Wilfred,Ndidi,MID,4,1,79,319,98,176,2175,31,234.5,549.2,78.0,11,430,86.2,7,0,6,4.8,16.458333333333336
298,Filip,Benkovic,DEF,0,0,0,555,590,574,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
299,Çaglar,Söyüncü,DEF,0,1,59,226,184,250,1816,30,114.4,403.6,157.0,3,360,67.7,5,0,2,5.3,11.132075471698114
300,James,Justin,DEF,2,2,101,194,152,141,2070,25,290.7,472.2,195.0,13,447,96.0,9,0,4,4.8,21.041666666666668
301,Luke,Thomas,DEF,0,1,26,283,321,255,968,18,111.7,169.0,101.0,0,132,38.1,1,0,2,4.1,6.341463414634147
302,Timothy,Castagne,DEF,4,2,94,201,142,108,2345,37,350.2,486.6,181.0,7,479,101.7,6,0,1,5.8,16.20689655172414
303,Nampalys,Mendy,MID,1,0,41,386,333,245,1452,25,118.7,153.0,23.0,0,234,29.6,4,0,5,4.2,9.761904761904761
304,Cengiz,Ünder,MID,2,0,16,299,396,294,275,5,87.5,73.4,88.0,0,62,24.9,0,0,0,5.7,2.807017543859649
305,Wesley,Fofana,DEF,1,0,71,263,129,257,2260,30,107.8,502.0,121.0,5,464,73.4,7,0,7,5.0,14.2
306,Islam,Slimani,FWD,0,0,1,425,507,412,19,1,11.7,0.2,6.0,0,3,1.8,0,0,0,4.9,0.2040816326530612
307,Vontae,Daley-Campbell,DEF,0,0,0,495,540,518,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
308,Thakgalo,Leshabela,MID,0,0,1,579,505,453,9,0,1.4,0.6,0.0,0,2,0.2,0,0,0,4.4,0.22727272727272727
309,Sidnei,Tavares,MID,0,0,3,415,477,458,84,1,1.2,9.6,9.0,0,10,2.0,0,0,0,4.4,0.6818181818181818
310,Shane,Flynn,MID,0,0,0,626,648,637,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
311,Thanawat,Suengchitthawon,MID,0,0,0,647,667,657,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
312,Tawanda,Maswanhise,MID,0,0,0,636,656,645,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
313,Pablo,Hernández Domínguez,MID,3,0,28,236,386,273,414,6,97.9,84.0,153.0,0,103,33.4,1,0,1,5.7,4.912280701754386
314,Francisco,Casilla Cortés,GK,0,0,14,525,404,548,270,2,0.0,68.0,0.0,2,58,6.8,1,0,0,4.1,3.414634146341464
315,Liam,Cooper,DEF,0,1,59,155,64,396,2186,41,17.7,620.4,259.0,2,454,89.8,6,1,4,4.3,13.72093023255814
316,Barry,Douglas,DEF,0,0,0,455,509,483,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,0.0
317,Luke,Ayling,DEF,0,0,100,108,15,78,3399,54,421.4,843.2,350.0,2,665,161.6,12,0,7,4.4,22.727272727272727
318,Mateusz,Klich,MID,5,4,99,116,155,34,2386,44,661.4,464.6,333.0,3,407,145.7,8,0,6,5.2,19.038461538461537
319,Adam,Forshaw,MID,0,0,0,672,685,679,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
320,Stuart,Dallas,DEF,3,8,171,64,33,70,3410,53,454.6,756.8,527.0,15,726,174.2,12,0,7,5.5,31.09090909090909
321,Ezgjan,Alioski,DEF,3,2,110,144,147,76,2456,35,423.0,477.8,281.0,7,449,118.5,10,0,7,4.4,24.999999999999996
322,Patrick,Bamford,FWD,11,17,194,5,13,99,3052,50,371.0,867.2,1512.0,26,631,274.6,10,0,3,6.6,29.393939393939394
323,Jack,Harrison,MID,10,8,160,52,32,18,2846,45,821.7,759.2,666.0,15,542,225.2,11,0,2,5.6,28.571428571428573
324,Kalvin,Phillips,MID,2,1,67,308,106,50,2428,34,539.3,535.4,82.0,2,396,115.8,9,0,10,4.9,13.673469387755102
325,Hélder Wander,Sousa de Azevedo e Costa,MID,4,3,63,141,277,231,1150,23,134.3,224.2,289.0,2,162,64.7,3,0,0,5.0,12.6
326,Tyler,Roberts,MID,2,1,49,136,296,172,1330,19,239.0,189.4,296.0,0,169,72.5,4,0,3,4.6,10.652173913043478
327,Jay-Roy,Grot,MID,0,0,0,663,678,670,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
328,Kamil,Miazek,GK,0,0,0,491,537,514,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
329,Ian Carlo,Poveda-Ocampo,MID,0,0,14,293,414,321,344,5,71.5,55.0,91.0,0,43,21.8,0,0,0,4.2,3.333333333333333
330,Jamie,Shackleton,MID,0,0,17,396,417,348,454,11,45.7,52.0,18.0,0,72,11.4,1,0,0,4.8,3.541666666666667
331,Pascal,Struijk,DEF,0,1,71,174,122,328,2072,32,66.3,513.0,222.0,2,402,80.1,7,0,3,4.0,17.75
332,Jordan,Stevens,MID,0,0,0,560,594,579,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
333,Illan,Meslier,GK,0,0,154,682,7,423,3150,52,10.0,1026.0,0.0,20,774,103.7,11,0,0,4.8,32.083333333333336
334,Leif,Davis,DEF,0,0,2,457,491,467,31,0,0.6,2.8,0.0,0,5,0.3,0,0,0,3.8,0.5263157894736842
335,Oliver,Casey,DEF,0,0,0,458,511,485,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,0.0
336,Robin,Koch,DEF,0,0,38,257,274,339,1130,21,52.2,230.2,131.0,2,220,41.4,4,0,1,4.3,8.837209302325581
337,Rodrigo,Moreno,FWD,4,7,89,56,188,84,1279,21,409.7,398.4,617.0,16,341,142.4,3,0,3,5.7,15.614035087719298
338,Elia,Caprile,GK,0,0,0,516,560,539,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
339,Mateusz,Bogusz,MID,0,0,0,563,597,582,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
340,Diego,Llorente,DEF,0,1,50,267,236,340,1203,12,51.0,293.0,115.0,3,255,46.0,4,0,1,4.4,11.363636363636363
341,Raphael,Dias Belloli,MID,10,6,133,29,43,13,2358,34,889.3,719.6,902.0,11,489,251.3,9,0,3,5.6,23.75
342,Jack,Jenkins,MID,0,0,0,645,665,655,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
343,Niall,Huggins,FWD,0,0,1,445,492,464,37,0,0.9,2.6,2.0,0,4,0.6,0,0,0,4.5,0.2222222222222222
344,Charlie,Cresswell,DEF,0,0,0,524,568,547,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
345,Joe,Gelhardt,FWD,0,0,0,637,657,646,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
346,Gaetano,Berardi,DEF,0,0,8,392,458,463,113,0,0.9,17.2,18.0,1,30,3.6,1,0,0,4.0,2.0
347,Sam,Greenwood,FWD,0,0,0,615,639,629,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
348,Crysencio,Summerville,MID,0,0,0,584,612,600,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
349,Cody,Drameh,DEF,0,0,0,506,550,529,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
350,James,Milner,MID,2,0,44,274,290,171,1056,10,242.0,200.0,108.0,2,204,55.2,4,0,3,5.3,8.30188679245283
351,Konstantinos,Tsimikas,DEF,0,0,2,688,697,480,6,0,0.1,0.0,0.0,0,5,0.0,0,0,0,4.9,0.4081632653061224
352,Georginio,Wijnaldum,MID,1,2,97,128,208,91,2938,39,387.0,358.2,307.0,3,482,105.1,10,0,1,5.3,18.30188679245283
353,Jordan,Henderson,MID,2,1,56,275,209,158,1704,23,262.3,358.0,108.0,2,345,72.9,4,0,0,5.4,10.37037037037037
354,Adrián,San Miguel del Castillo,GK,0,0,11,532,411,551,270,9,0.0,59.6,0.0,2,60,5.9,1,0,0,4.2,2.619047619047619
355,Joel,Matip,DEF,2,1,42,306,307,349,690,5,42.4,179.0,84.0,5,194,30.6,3,0,2,5.4,7.777777777777778
356,Xherdan,Shaqiri,MID,2,0,26,302,380,140,548,7,294.2,95.2,86.0,1,127,47.6,2,0,2,6.4,4.0625
357,Alex,Oxlade-Chamberlain,MID,1,1,21,327,400,362,243,6,32.9,70.8,68.0,0,58,17.1,0,0,0,6.3,3.3333333333333335
358,Roberto,Firmino,FWD,8,9,141,7,40,40,2837,39,643.2,729.4,1415.0,15,615,278.8,10,0,2,9.1,15.494505494505495
359,Virgil,van Dijk,DEF,0,1,15,331,388,441,370,11,4.8,82.4,66.0,1,73,15.3,1,0,1,6.2,2.4193548387096775
360,Sadio,Mané,MID,11,11,176,4,21,19,2808,28,809.7,808.8,1535.0,14,513,315.5,12,0,3,11.8,14.915254237288135
361,Alisson,Ramses Becker,GK,0,1,140,397,26,481,2970,32,0.1,776.4,17.0,13,660,79.4,10,0,1,6.0,23.333333333333332
362,Fabio Henrique,Tavares,MID,2,0,71,321,158,258,2566,29,106.8,460.4,75.0,2,421,64.6,11,0,6,5.4,13.148148148148147
363,Mohamed,Salah,MID,6,22,231,1,5,17,3077,41,825.7,1056.0,1980.0,21,657,385.8,11,0,0,12.9,17.906976744186046
364,Andrew,Robertson,DEF,8,1,161,106,35,5,3384,42,1129.3,754.4,359.0,19,834,224.5,12,0,2,7.3,22.054794520547947
365,Divock,Origi,FWD,0,0,10,342,456,361,180,0,33.2,17.8,60.0,0,23,11.1,1,0,0,5.1,1.9607843137254903
366,Harry,Wilson,MID,0,0,0,696,702,698,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.1,0.0
367,Trent,Alexander-Arnold,DEF,8,2,160,63,24,3,3029,40,1238.8,789.6,529.0,26,761,255.7,10,0,2,7.8,20.512820512820515
368,Joseph,Gomez,DEF,0,0,10,698,369,395,589,14,18.1,106.8,0.0,0,94,12.5,0,0,0,5.2,1.923076923076923
369,Naby,Keita,MID,0,0,15,265,402,269,517,8,100.5,70.6,119.0,0,78,29.0,2,0,1,5.2,2.8846153846153846
370,Curtis,Jones,MID,2,1,50,139,276,178,1169,14,233.4,224.6,289.0,0,226,74.8,5,0,2,4.4,11.363636363636363
371,Neco,Williams,DEF,0,0,11,367,423,344,247,1,47.8,42.0,34.0,0,51,12.2,1,0,1,3.8,2.8947368421052633
372,Harvey,Elliott,MID,0,0,0,561,595,580,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
373,Diogo,Jota,MID,0,9,86,50,191,201,1106,15,188.3,387.4,680.0,9,228,125.7,4,0,2,6.9,12.463768115942027
374,Thiago,Alcántara do Nascimento,MID,0,1,55,205,194,68,1851,18,460.3,378.8,178.0,1,331,101.9,8,0,4,5.5,10.0
375,Caoimhin,Kelleher,GK,0,0,10,602,413,616,180,1,0.0,57.8,0.0,0,41,5.8,1,0,0,4.5,2.2222222222222223
376,Nathaniel,Phillips,DEF,1,1,68,256,195,286,1455,11,90.6,376.4,132.0,1,325,60.1,7,0,2,4.2,16.19047619047619
377,Rhys,Williams,DEF,0,0,28,337,364,371,659,6,29.8,111.6,62.0,1,135,20.4,3,0,0,4.0,7.0
378,Leighton,Clarkson,MID,0,0,0,611,635,625,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
379,Jake,Cain,MID,0,0,0,612,636,626,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
380,Ozan,Kabak,DEF,0,0,26,390,351,398,801,9,17.2,131.0,19.0,1,150,16.7,3,0,3,5.0,5.2
381,Ben,Davies,DEF,0,0,0,658,674,666,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
382,Liam,Hughes,GK,0,0,0,505,549,528,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
383,Jakub,Ojrzynski,GK,0,0,0,522,566,545,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
384,Ben,Woodburn,MID,0,0,0,599,623,613,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
385,Billy,Koumetio,DEF,0,0,0,520,564,543,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
386,Fernando,Luiz Rosa,DEF,2,0,65,277,266,184,1182,10,220.8,248.6,106.0,8,303,57.6,7,0,6,5.4,12.037037037037036
387,Claudio,Bravo,GK,0,0,0,591,619,605,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
388,Sergio,Agüero,FWD,1,4,38,118,287,266,554,4,102.2,200.6,326.0,3,155,62.2,4,0,0,10.3,3.6893203883495143
389,Nicolás,Otamendi,DEF,0,0,0,686,696,690,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
390,Kyle,Walker,DEF,1,1,91,300,222,192,1944,20,200.9,332.2,88.0,7,410,62.1,9,0,1,6.1,14.918032786885247
391,Ilkay,Gündogan,MID,4,13,157,47,34,30,2025,16,688.4,754.6,712.0,22,620,215.7,12,0,1,5.5,28.545454545454547
392,Kevin,De Bruyne,MID,12,6,141,28,31,4,1995,17,1170.1,760.8,914.0,19,566,284.7,12,0,1,11.8,11.94915254237288
393,John,Stones,DEF,0,4,128,196,116,307,1933,12,79.8,520.0,192.0,11,531,79.0,14,1,0,5.1,25.098039215686278
394,Benjamin,Mendy,DEF,1,2,63,295,305,248,951,10,117.1,179.8,89.0,8,222,38.4,5,0,2,5.9,10.677966101694915
395,Riyad,Mahrez,MID,8,9,145,30,67,29,1945,22,693.6,606.0,893.0,15,505,219.1,11,0,0,8.1,17.901234567901234
396,Raheem,Sterling,MID,9,10,154,8,60,45,2534,23,584.1,663.4,1366.0,10,458,260.3,14,0,4,10.9,14.128440366972477
397,João Pedro Cavaco,Cancelo,DEF,4,2,138,96,90,32,2298,21,673.0,569.8,394.0,18,610,163.7,14,1,5,5.8,23.79310344827586
398,Ederson,Santana de Moraes,GK,1,0,160,712,78,424,3240,28,10.0,586.0,0.0,3,696,59.6,19,0,3,6.1,26.229508196721312
399,Nathan,Aké,DEF,0,1,29,361,329,345,797,13,46.9,156.0,44.0,1,150,24.7,3,0,4,5.4,5.37037037037037
400,Aymeric,Laporte,DEF,0,0,58,305,272,308,1343,10,78.0,233.4,85.0,4,286,39.6,7,0,1,6.0,9.666666666666666
401,Bernardo Mota,Veiga de Carvalho e Silva,MID,7,2,94,75,187,64,2063,18,476.2,399.6,463.0,9,413,134.1,11,0,5,7.4,12.702702702702702
402,Gabriel Fernando,de Jesus,FWD,5,9,115,23,130,67,2056,17,467.5,501.0,931.0,16,453,190.0,11,0,2,9.1,12.637362637362639
403,Oleksandr,Zinchenko,DEF,0,0,69,255,253,137,1473,14,295.7,272.0,134.0,5,353,70.3,8,0,0,5.5,12.545454545454545
404,Phil,Foden,MID,8,9,135,43,82,48,1607,16,545.8,580.8,734.0,17,479,186.0,6,0,0,6.1,22.13114754098361
405,Tommy,Doyle,MID,0,0,0,575,605,593,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
406,Rodrigo,Hernandez,MID,2,2,91,115,62,47,2747,27,546.3,640.6,335.0,5,531,152.4,13,0,6,5.3,17.169811320754718
407,Ferran,Torres,MID,4,7,95,60,211,146,1297,13,276.4,352.2,543.0,4,265,117.0,7,0,1,7.0,13.571428571428571
408,Eric,Garcia,DEF,0,0,6,429,405,380,380,12,26.4,67.6,5.0,0,64,9.8,0,0,0,4.7,1.276595744680851
409,Adrián,Bernabé,MID,0,0,0,628,649,638,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
410,Zack,Steffen,GK,0,0,2,571,476,589,90,1,0.0,9.6,0.0,0,8,1.0,0,0,0,4.4,0.45454545454545453
411,Liam,Delap,FWD,0,0,1,430,571,473,39,4,0.3,0.0,4.0,0,0,0.2,0,0,0,4.2,0.23809523809523808
412,Cole,Palmer,MID,0,0,0,581,610,598,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
413,Rúben Santos,Gato Alves Dias,DEF,1,1,142,179,61,285,2843,21,91.0,651.6,218.0,12,656,96.3,17,0,4,5.9,24.06779661016949
414,James,Trafford,GK,0,0,0,504,548,527,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
415,Scott,Carson,GK,0,0,7,459,429,486,90,3,0.0,37.4,0.0,1,27,3.7,0,0,0,3.9,1.794871794871795
416,Felix,Nmecha,MID,0,0,0,605,629,619,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
417,Luke,Mbete,DEF,0,0,0,508,552,531,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
418,Taylor,Harwood-Bellis,DEF,0,0,0,500,544,523,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
419,Claudio,Gomes,MID,0,0,0,606,630,620,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
420,Sergio,Romero,GK,0,0,0,683,693,687,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
421,Juan,Mata,MID,3,1,32,301,368,235,507,6,132.8,108.4,86.0,3,126,32.7,1,0,0,5.8,5.517241379310345
422,David,de Gea,GK,0,0,91,702,157,703,2295,32,0.0,464.2,0.0,4,416,46.4,9,0,0,5.3,17.169811320754718
423,Chris,Smalling,DEF,0,0,0,685,695,689,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
424,Odion,Ighalo,FWD,0,0,1,450,712,482,9,1,0.1,0.0,2.0,0,1,0.2,0,0,0,6.1,0.1639344262295082
425,Marcos,Rojo,DEF,0,0,0,669,683,676,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
426,Nemanja,Matic,MID,1,0,36,311,280,222,1101,18,149.0,218.4,80.0,0,223,44.7,4,0,2,4.7,7.659574468085106
427,Paul,Pogba,MID,6,3,92,93,163,97,1892,26,376.0,451.4,401.0,11,355,122.5,5,0,3,7.6,12.105263157894738
428,Phil,Jones,DEF,0,0,0,671,684,678,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
429,Harry,Maguire,DEF,2,2,124,86,46,234,3047,36,133.6,701.4,428.0,8,632,126.3,13,0,11,5.5,22.545454545454547
430,Frederico,Rodrigues de Paula Santos,MID,0,1,69,188,145,87,2389,25,395.6,482.6,200.0,1,404,108.0,12,0,5,5.3,13.018867924528303
431,Luke,Shaw,DEF,5,1,124,164,70,7,2653,33,1085.9,596.0,243.0,22,640,192.8,10,0,8,5.5,22.545454545454547
432,Bruno Miguel,Borges Fernandes,MID,14,18,244,11,2,1,3101,36,1414.9,1292.6,1253.0,36,870,396.2,13,0,6,11.3,21.5929203539823
433,Anthony,Martial,FWD,7,4,75,48,232,156,1477,23,265.4,297.6,709.0,3,238,126.8,4,1,0,8.6,8.720930232558139
434,Andreas,Pereira,MID,0,0,0,678,690,684,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
435,Dean,Henderson,GK,0,0,44,699,246,700,1125,12,0.0,275.4,0.0,1,218,27.5,4,0,3,5.2,8.461538461538462
436,Marcus,Rashford,MID,11,11,174,14,23,31,2917,39,682.1,793.2,1127.0,9,535,260.3,12,0,4,9.6,18.125
437,Axel,Tuanzebe,DEF,0,0,7,528,381,436,402,8,6.0,95.0,0.0,0,59,10.0,0,0,2,4.1,1.707317073170732
438,Victor,Lindelöf,DEF,1,1,102,345,127,263,2585,30,102.6,503.0,56.0,3,527,66.4,10,0,0,4.8,21.25
439,Scott,McTominay,MID,2,4,91,122,113,152,2124,25,270.5,523.2,314.0,4,413,110.9,9,0,3,4.9,18.57142857142857
440,Eric,Bailly,DEF,0,0,31,382,311,429,915,17,8.3,175.6,26.0,6,178,21.1,3,0,3,4.8,6.458333333333334
441,Daniel,James,MID,1,3,43,142,300,224,907,7,145.7,186.0,285.0,1,145,61.5,4,0,3,6.2,6.935483870967742
442,Timothy,Fosu-Mensah,DEF,0,0,0,399,455,368,80,2,30.5,17.8,16.0,0,17,6.4,0,0,1,4.3,0.0
443,Aaron,Wan-Bissaka,DEF,5,2,144,224,25,58,3060,36,498.2,785.4,159.0,11,729,144.1,13,0,3,5.8,24.82758620689655
444,José Diogo,Dalot Teixeira,DEF,0,0,0,681,692,686,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
445,Mason,Greenwood,MID,2,7,106,31,198,144,1813,23,278.7,370.8,881.0,9,318,152.7,7,0,2,7.3,14.52054794520548
446,Tahith,Chong,MID,0,0,0,576,606,594,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
447,James,Garner,MID,0,0,0,580,609,597,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
448,Brandon,Williams,DEF,0,0,5,389,442,393,187,3,19.4,26.6,19.0,0,26,6.5,0,0,0,4.2,1.1904761904761905
449,Teden,Mengi,DEF,0,0,0,473,521,497,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
450,Donny,van de Beek,MID,2,1,32,324,358,335,511,12,58.4,117.0,70.0,0,133,24.5,0,0,1,6.6,4.848484848484849
451,Alex Nicolao,Telles,DEF,2,0,25,372,322,193,689,11,200.7,168.6,33.0,3,149,40.1,1,0,0,5.3,4.716981132075472
452,Edinson,Cavani,FWD,4,10,99,66,167,188,1364,18,203.3,443.4,513.0,14,367,115.0,4,0,4,8.0,12.375
453,Facundo,Pellistri,MID,0,0,0,700,704,701,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.2,0.0
454,Lee,Grant,GK,0,0,0,479,527,503,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
455,Amad,Diallo,MID,1,0,8,416,428,366,165,3,31.2,38.0,9.0,0,34,7.8,0,0,0,5.4,1.4814814814814814
456,Shola,Shoretire,MID,0,0,2,586,506,459,9,0,1.1,0.2,0.0,0,6,0.1,0,0,0,4.4,0.45454545454545453
457,Nathan,Bishop,GK,0,0,0,501,545,524,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
458,Anthony,Elanga,MID,0,1,11,377,418,392,155,2,19.7,51.6,29.0,2,32,10.0,0,0,0,4.5,2.4444444444444446
459,Hannibal,Mejbri,MID,0,0,1,639,501,648,8,0,0.0,1.2,0.0,0,2,0.1,0,0,0,4.5,0.2222222222222222
460,William,Fish,DEF,0,0,1,513,557,536,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,4.0,0.25
461,Joseph,Willock,MID,0,8,79,92,172,227,1210,18,137.2,436.6,401.0,5,254,97.3,4,0,1,4.9,16.122448979591837
462,Andy,Carroll,FWD,1,1,30,199,408,354,380,8,37.1,64.0,187.0,3,78,27.7,1,0,1,5.1,5.882352941176471
463,Jonjo,Shelvey,MID,3,1,74,133,151,56,2616,46,522.1,474.2,299.0,2,377,129.6,6,0,7,5.3,13.962264150943398
464,Matt,Ritchie,MID,5,0,52,284,275,83,1347,22,411.9,225.8,101.0,5,226,73.8,3,0,2,4.9,10.612244897959183
465,Federico,Fernández,DEF,0,0,53,335,114,284,2080,38,91.3,522.0,64.0,6,376,67.5,5,0,4,4.7,11.27659574468085
466,Ciaran,Clark,DEF,0,1,46,279,186,372,1890,35,29.8,402.6,105.0,2,291,53.9,3,0,3,4.5,10.222222222222221
467,Karl,Darlow,GK,0,0,80,687,55,691,2250,43,0.0,682.4,0.0,6,450,68.3,4,0,3,4.9,16.3265306122449
468,Martin,Dubravka,GK,0,0,48,670,218,677,1170,19,0.0,346.8,0.0,6,255,34.6,3,0,0,4.8,10.0
469,Florian,Lejeune,DEF,0,0,0,542,578,561,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
470,Jamaal,Lascelles,DEF,0,2,44,221,219,353,1625,32,38.1,345.2,161.0,3,229,54.7,2,0,4,4.2,10.476190476190476
471,Dwight,Gayle,FWD,1,1,31,154,392,288,501,9,89.4,79.6,263.0,3,79,42.4,0,0,0,5.9,5.2542372881355925
472,Christian,Atsu,MID,0,0,0,697,703,699,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.2,0.0
473,Paul,Dummett,DEF,0,1,40,359,248,324,1254,20,68.1,274.4,45.0,2,204,38.8,3,0,2,4.4,9.09090909090909
474,Javier,Manquillo,DEF,0,0,28,394,367,281,822,15,93.5,109.8,18.0,0,136,22.2,3,0,1,4.2,6.666666666666666
475,Emil,Krafth,DEF,1,1,45,297,270,293,1286,27,87.7,240.4,88.0,0,222,41.6,5,0,4,4.2,10.714285714285714
476,Fabian,Schär,DEF,0,1,30,266,263,427,1255,21,9.0,251.0,116.0,1,160,37.6,2,1,4,4.8,6.25
477,DeAndre,Yedlin,DEF,0,0,13,388,412,350,435,6,41.8,58.6,20.0,0,68,12.0,1,0,0,4.3,3.0232558139534884
478,Isaac,Hayden,MID,0,0,40,229,244,247,1942,33,117.7,278.0,155.0,0,211,55.3,4,0,8,4.6,8.695652173913045
479,Rolando,Aarons,MID,0,0,0,677,689,683,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
480,Allan,Saint-Maximin,MID,5,3,85,88,196,89,1554,26,394.2,376.0,418.0,5,278,118.9,7,0,0,5.2,16.346153846153847
481,Miguel,Almirón,MID,2,4,97,87,161,71,2426,48,447.3,452.6,425.0,8,367,132.6,5,0,3,5.6,17.321428571428573
482,Joelinton Cássio,Apolinário de Lira,FWD,2,4,74,57,210,164,1979,36,250.1,357.0,612.0,5,258,122.2,3,0,3,5.7,12.982456140350877
483,Yoshinori,Muto,FWD,0,0,0,680,691,685,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
484,Kelland,Watts,DEF,0,0,0,472,520,496,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
485,Sean,Longstaff,MID,1,0,41,241,306,203,1405,26,182.8,179.2,148.0,1,168,50.8,2,0,2,4.6,8.913043478260871
486,Jeff,Hendrick,MID,1,2,52,292,284,272,1418,24,99.0,211.4,95.0,3,177,40.3,3,1,1,4.5,11.555555555555555
487,Matthew,Longstaff,MID,0,0,10,447,437,356,376,8,35.6,32.6,2.0,0,47,7.0,1,0,0,4.8,2.0833333333333335
488,Mark,Gillespie,GK,0,0,0,543,579,562,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
489,Jacob,Murphy,MID,3,2,69,140,203,143,1617,33,280.8,363.4,289.0,7,252,93.2,3,0,3,4.9,14.081632653061224
490,Callum,Wilson,FWD,6,12,134,40,94,180,2081,37,230.4,557.4,761.0,22,409,154.7,5,0,2,6.5,20.615384615384617
