,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
491,Ryan,Fraser,MID,4,0,39,214,341,88,922,18,395.0,142.8,165.0,0,154,70.1,4,1,0,5.6,6.964285714285714
492,Jamal,Lewis,DEF,1,0,44,354,252,182,1833,37,224.8,272.6,47.0,3,261,54.2,3,0,4,4.0,11.0
493,Elliot,Anderson,MID,0,0,1,443,627,474,3,0,0.3,0.0,2.0,0,3,0.2,0,0,0,4.5,0.2222222222222222
494,Daniel,Langley,GK,0,0,0,474,522,498,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
495,Rhian,Brewster,FWD,0,0,34,158,406,218,1113,16,157.2,66.8,255.0,0,87,47.3,2,0,1,4.2,8.095238095238095
496,Billy,Sharp,FWD,0,3,39,220,354,325,725,15,68.1,121.2,162.0,6,101,34.9,0,0,1,5.5,7.090909090909091
497,David,McGoldrick,FWD,1,8,100,33,156,123,2391,37,320.2,464.4,860.0,12,344,164.6,9,0,7,5.2,19.23076923076923
498,Chris,Basham,DEF,1,0,51,223,121,189,2576,51,202.3,513.6,160.0,2,408,87.6,2,0,5,4.6,11.08695652173913
499,John,Fleck,MID,3,0,70,233,214,54,2573,47,530.8,351.0,154.0,1,353,103.7,5,0,4,5.6,12.5
500,Enda,Stevens,DEF,1,0,56,190,166,139,2700,54,294.5,443.4,198.0,2,361,93.6,4,0,6,5.0,11.2
501,Simon,Moore,GK,0,0,0,541,577,560,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
502,Oliver,Norwood,MID,0,0,54,344,177,57,2214,43,516.0,415.8,57.0,0,355,99.1,5,0,6,4.5,12.0
503,Wes,Foderingham,GK,0,0,0,544,580,563,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
504,George,Baldock,DEF,2,0,63,167,212,127,2787,51,310.7,351.4,234.0,2,347,89.7,4,0,7,4.9,12.857142857142856
505,Jack,Robinson,DEF,2,0,32,357,337,377,875,11,27.7,148.2,46.0,3,149,22.2,2,0,3,4.2,7.619047619047619
506,John,Egan,DEF,1,0,57,239,100,343,2628,48,50.9,544.6,150.0,4,410,74.5,4,1,7,4.7,12.127659574468085
507,Jack,O'Connell,DEF,0,0,3,657,425,446,180,3,2.5,40.2,0.0,0,19,4.3,0,0,0,4.7,0.6382978723404255
508,John,Lundstram,MID,2,0,48,183,268,111,2027,41,346.9,245.4,206.0,2,244,79.3,3,1,8,4.8,10.0
509,Ben,Osborn,MID,0,1,51,207,255,117,1599,29,325.6,263.4,171.0,3,246,76.3,4,0,1,4.7,10.851063829787234
510,Oliver,McBurnie,FWD,2,1,44,82,302,186,1316,27,207.8,182.6,444.0,2,101,83.1,0,0,2,5.6,7.857142857142858
511,Lys,Mousset,FWD,0,0,13,347,468,358,287,10,35.0,14.2,53.0,0,14,9.7,0,0,0,5.8,2.241379310344828
512,Sander,Berge,MID,1,1,31,250,308,205,1119,23,181.7,178.0,138.0,1,152,49.8,0,0,4,4.9,6.326530612244897
513,Oliver,Burke,MID,2,1,46,103,361,198,1260,21,191.8,113.8,364.0,0,114,65.9,1,0,2,4.1,11.219512195121952
514,Luke,Freeman,MID,0,0,0,690,698,693,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.0,0.0
515,Aaron,Ramsdale,GK,0,0,123,434,8,388,3420,63,20.0,1023.0,4.0,12,685,104.7,5,0,1,4.6,26.73913043478261
516,Ethan,Ampadu,DEF,0,0,44,350,159,200,2087,41,189.6,458.0,51.0,4,341,70.1,2,0,3,4.3,10.232558139534884
517,Jayden,Bogle,DEF,0,2,39,147,282,317,1107,20,72.7,217.6,278.0,0,151,57.0,2,0,2,4.3,9.069767441860465
518,Max,Lowe,DEF,0,0,9,358,378,352,549,10,39.8,99.2,45.0,0,49,18.4,0,0,1,4.2,2.142857142857143
519,Phil,Jagielka,DEF,0,0,5,439,401,449,524,12,1.9,70.6,2.0,0,53,7.5,0,1,1,3.9,1.2820512820512822
520,Michael,Verrips,GK,0,0,0,489,535,512,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
521,Kean,Bryan,DEF,0,1,29,352,279,336,1003,17,57.5,220.4,49.0,0,149,32.7,2,0,1,3.9,7.435897435897436
522,Antwoine,Hackford,FWD,0,0,1,395,615,478,10,0,0.1,0.0,18.0,0,3,1.8,0,0,0,4.4,0.22727272727272727
523,Kyron,Gordon,DEF,0,0,0,519,563,542,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
524,Iliman,Ndiaye,MID,0,0,1,622,495,475,11,1,0.3,2.2,0.0,0,5,0.3,0,0,0,4.5,0.2222222222222222
525,Zak,Brunt,MID,0,0,0,641,661,651,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
526,Frankie,Maguire,MID,0,0,0,589,617,603,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
527,Daniel,Jebbison,FWD,0,1,12,329,416,402,283,2,15.1,52.4,66.0,1,38,13.1,2,0,0,4.5,2.6666666666666665
528,Harry,Boyes,DEF,0,0,0,499,543,522,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
529,Femi,Seriki,MID,0,0,1,640,660,650,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,4.5,0.2222222222222222
530,William,Osula,FWD,0,0,0,648,668,658,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
531,Theo,Walcott,MID,4,3,76,101,254,167,1629,28,248.0,269.8,366.0,2,185,88.0,5,0,0,5.8,13.10344827586207
532,Takumi,Minamino,MID,0,3,48,146,323,282,999,18,92.3,168.2,281.0,2,153,54.0,2,0,1,6.0,8.0
533,Shane,Long,FWD,0,0,12,391,475,435,201,6,6.4,9.8,19.0,0,21,3.4,1,0,0,5.1,2.3529411764705883
534,Ryan,Bertrand,DEF,2,0,78,252,229,149,2598,51,271.8,306.8,135.0,4,404,71.4,8,0,5,5.0,15.6
535,Alex,McCarthy,GK,0,0,94,567,39,585,2700,57,0.0,741.2,0.0,8,527,74.0,7,0,2,4.4,21.363636363636363
536,Oriol,Romeu Vidal,MID,1,1,52,287,216,181,1762,25,229.1,349.2,98.0,4,264,67.6,6,0,6,4.5,11.555555555555555
537,Nathan,Redmond,MID,3,2,67,74,233,86,1727,39,400.4,297.0,477.0,3,243,117.1,1,0,1,6.4,10.46875
538,Danny,Ings,FWD,4,12,131,32,63,136,2172,40,300.7,634.6,866.0,21,464,178.4,6,0,1,8.4,15.595238095238095
539,Jack,Stephens,DEF,0,0,41,280,213,297,1537,39,85.6,351.0,104.0,6,288,54.2,4,0,2,4.6,8.913043478260871
540,Stuart,Armstrong,MID,7,4,115,77,103,59,2764,56,496.7,541.2,457.0,4,455,149.4,8,0,3,5.5,20.90909090909091
541,Jannik,Vestergaard,DEF,1,3,86,137,58,267,2574,47,102.1,671.8,294.0,4,494,106.7,6,1,3,4.7,18.29787234042553
542,James,Ward-Prowse,MID,7,8,156,107,9,11,3420,68,971.2,940.0,355.0,17,772,226.5,9,0,5,5.9,26.440677966101692
543,Angus,Gunn,GK,0,0,0,547,583,566,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
544,Sofiane,Boufal,MID,0,0,0,706,705,706,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,0.0
545,Josh,Sims,MID,0,0,0,550,586,569,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
546,Kyle,Walker-Peters,DEF,3,0,93,121,133,159,2646,41,262.2,497.6,316.0,7,498,107.5,9,0,4,4.7,19.78723404255319
547,Jan,Bednarek,DEF,1,1,94,216,52,315,3100,62,75.0,692.0,164.0,11,584,93.1,9,1,5,4.7,20.0
548,Che,Adams,FWD,7,9,137,21,81,62,2662,51,488.6,581.8,964.0,16,443,203.4,7,0,1,5.7,24.035087719298247
549,Yan,Valery,DEF,0,0,3,407,444,385,101,4,22.1,26.0,12.0,0,12,6.0,0,0,0,4.7,0.6382978723404255
550,William,Smallbone,MID,0,0,5,414,460,434,171,5,7.4,16.8,9.0,0,17,3.3,0,0,0,4.3,1.1627906976744187
551,Jake,Vokins,DEF,0,0,1,471,498,403,66,2,14.8,1.8,0.0,0,5,1.7,0,0,0,3.9,0.25641025641025644
552,Michael,Obafemi,FWD,0,0,4,433,480,417,57,2,10.8,5.6,4.0,0,12,2.0,0,0,0,4.6,0.8695652173913044
553,Moussa,Djenepo,MID,2,1,46,209,309,274,1229,27,97.7,178.0,170.0,0,140,44.1,3,0,5,5.4,8.518518518518517
554,Mohammed,Salisu,DEF,0,0,14,368,298,370,841,19,29.9,188.2,34.0,0,119,25.4,0,0,1,4.3,3.255813953488372
555,Fraser,Forster,GK,0,0,30,481,295,505,720,11,0.0,191.0,0.0,0,147,19.1,2,0,0,4.0,7.5
556,Nathan,Tella,MID,2,1,36,184,382,296,735,11,86.0,94.6,203.0,2,76,38.2,2,0,2,4.3,8.372093023255815
557,Ibrahima,Diallo,MID,0,0,31,328,355,225,1010,22,143.2,120.4,66.0,0,132,32.9,3,0,3,4.5,6.888888888888889
558,Daniel,N'Lundulu,FWD,0,0,13,401,488,410,102,1,12.2,3.2,16.0,0,32,3.1,0,0,0,4.5,2.888888888888889
559,Kayne,Ramsay,DEF,0,0,-3,497,470,520,90,9,0.0,13.2,0.0,0,5,1.3,0,0,1,4.0,-0.75
560,Kgaogelo,Chauke,MID,0,0,0,583,611,599,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
561,Harry,Lewis,GK,0,0,0,490,536,513,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
562,Will,Ferry,MID,0,0,0,616,640,630,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
563,Allan,Tchaptchet,DEF,0,0,0,510,554,533,12,3,0.0,0.0,0.0,0,3,0.0,0,0,0,4.0,0.0
564,Caleb,Watts,MID,0,0,2,630,481,443,36,0,4.4,5.4,0.0,0,6,0.9,0,0,1,4.5,0.4444444444444444
565,Alexandre,Jankewitz,MID,0,0,-1,627,483,476,2,9,0.3,4.4,0.0,0,-4,0.5,0,1,0,4.5,-0.2222222222222222
566,Ryan,Finnigan,MID,0,0,0,625,647,636,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
567,Hugo,Lloris,GK,0,0,149,709,12,709,3420,45,0.0,868.0,0.0,13,702,86.7,12,0,0,5.6,26.607142857142858
568,Danny,Rose,DEF,0,0,0,652,670,661,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
569,Moussa,Sissoko,MID,0,0,44,326,303,280,1576,22,94.5,182.2,69.0,2,214,34.6,5,0,3,4.7,9.361702127659575
570,Toby,Alderweireld,DEF,0,1,88,204,92,259,2240,25,106.5,559.8,178.0,4,469,84.6,10,0,2,5.4,16.296296296296294
571,Erik,Lamela,MID,1,1,28,165,360,228,700,17,137.1,115.2,236.0,0,96,48.4,1,1,4,5.7,4.912280701754386
572,Harry,Kane,FWD,14,23,242,3,1,35,3083,39,659.1,1318.2,1585.0,40,880,355.9,12,0,1,11.9,20.33613445378151
573,Serge,Aurier,DEF,3,2,80,195,180,155,1605,22,267.6,412.2,194.0,4,370,87.4,6,0,0,5.2,15.384615384615383
574,Heung-Min,Son,MID,11,17,228,16,6,8,3119,36,1049.9,1052.2,1046.0,26,777,315.2,13,0,0,9.6,23.75
575,Eric,Dier,DEF,0,0,77,269,85,304,2520,34,82.2,577.0,114.0,2,463,77.4,8,0,3,4.6,16.73913043478261
576,Lucas,Rodrigues Moura da Silva,MID,5,3,80,134,226,161,1397,18,258.4,322.4,298.0,5,238,87.7,4,0,1,6.4,12.5
577,Paulo,Gazzaniga,GK,0,0,0,546,582,565,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
578,Bamidele,Alli,MID,2,0,30,215,372,237,613,9,132.1,103.4,165.0,0,101,39.9,3,0,0,7.4,4.0540540540540535
579,Ben,Davies,DEF,2,0,52,333,273,229,1340,16,136.8,232.8,65.0,1,253,43.4,4,0,1,4.5,11.555555555555555
580,Pierre-Emile,Højbjerg,MID,4,2,107,242,41,130,3420,45,308.7,728.8,146.0,6,578,118.4,12,0,9,4.9,21.83673469387755
581,Harry,Winks,MID,0,0,19,385,352,309,856,16,77.6,128.2,24.0,0,124,22.8,1,0,5,5.1,3.7254901960784315
582,Davinson,Sánchez,DEF,0,0,43,271,228,389,1486,22,20.0,319.2,114.0,3,256,45.5,4,0,1,5.2,8.269230769230768
583,Ryan,Sessegnon,DEF,0,0,0,659,675,667,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
584,Steven,Bergwijn,MID,4,1,55,202,328,199,1202,15,190.9,161.4,180.0,2,129,52.8,5,0,3,7.0,7.857142857142857
585,Gedson,Carvalho Fernandes,MID,0,0,0,661,676,668,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
586,Japhet,Tanganga,DEF,0,0,14,364,403,374,487,8,29.5,68.8,40.0,0,81,13.8,2,0,2,4.9,2.8571428571428568
587,Giovani,Lo Celso,MID,1,1,35,230,320,183,939,10,222.8,169.2,155.0,0,149,54.3,5,0,5,6.9,5.0724637681159415
588,Oliver,Skipp,MID,0,0,0,573,603,591,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
589,Tanguy,Ndombele,MID,3,3,99,145,182,151,2086,24,270.8,408.0,281.0,7,407,96.2,12,0,3,5.9,16.779661016949152
590,Juan,Foyth,DEF,0,0,0,558,592,577,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
591,Matt,Doherty,DEF,2,0,47,317,259,204,1238,15,182.4,257.2,79.0,4,222,52.0,4,1,2,5.6,8.392857142857144
592,Joe,Hart,GK,0,0,0,530,569,550,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
593,Cameron,Carter-Vickers,DEF,0,0,0,467,517,493,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
594,Sergio,Reguilón,DEF,6,0,89,159,206,128,2244,31,309.4,361.2,253.0,4,413,92.5,8,0,5,5.5,16.181818181818183
595,Gareth,Bale,MID,3,11,113,68,97,134,912,12,306.5,550.8,507.0,16,366,136.4,5,0,1,9.2,12.282608695652176
596,Carlos Vinicius,Alves Morais,FWD,0,1,13,248,415,378,305,2,26.9,52.6,142.0,0,38,22.0,1,0,2,6.9,1.8840579710144927
597,Joe,Rodon,DEF,0,0,27,426,325,445,732,12,3.6,166.2,6.0,3,169,17.7,2,0,0,4.9,5.5102040816326525
598,Alfie,Devine,MID,0,0,0,588,616,602,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
599,Dane,Scarlett,FWD,0,0,1,643,663,653,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,4.5,0.2222222222222222
600,Nile,John,MID,0,0,0,632,652,641,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
601,Ainsley,Maitland-Niles,DEF,2,0,68,247,281,241,1714,23,128.9,218.2,142.0,1,273,48.8,6,0,2,4.6,14.782608695652176
602,David,Button,GK,0,0,2,464,449,490,90,2,0.0,23.4,0.0,0,18,2.3,0,0,0,3.9,0.5128205128205129
603,Callum,Robinson,FWD,3,5,79,102,258,163,1552,42,251.3,259.0,365.0,8,276,86.6,3,0,0,5.2,15.192307692307692
604,Kieran,Gibbs,DEF,0,0,5,409,350,329,810,25,65.1,132.0,10.0,0,107,20.8,0,1,1,4.3,1.1627906976744187
605,Hal,Robson-Kanu,FWD,0,2,30,240,375,327,544,12,66.7,101.4,149.0,3,69,31.5,0,0,2,5.2,5.769230769230769
606,Jake,Livermore,MID,0,0,25,346,346,318,1241,35,72.7,136.8,53.0,0,104,25.9,1,1,2,4.7,5.319148936170213
607,Kamil,Grosicki,MID,1,0,8,402,451,357,147,5,35.2,22.4,15.0,0,29,7.2,0,0,0,5.2,1.5384615384615383
608,Matt,Phillips,MID,1,2,69,120,238,90,1815,42,388.2,290.0,319.0,3,234,99.9,3,0,1,5.1,13.529411764705884
609,Kyle,Bartley,DEF,1,3,79,160,56,303,2583,53,82.3,675.4,252.0,3,429,101.0,5,0,4,4.4,17.954545454545453
610,Romaine,Sawyers,MID,0,0,33,405,334,264,1486,42,102.4,152.4,13.0,0,196,26.7,1,0,2,4.6,7.173913043478262
611,Ahmed El-Sayed,Hegazy,DEF,0,0,6,527,454,472,90,0,0.3,19.6,0.0,0,24,2.0,1,0,0,4.1,1.4634146341463417
612,Charlie,Austin,FWD,0,0,5,383,453,444,135,5,3.9,20.0,26.0,0,10,5.0,0,0,0,5.1,0.9803921568627452
613,Kenneth,Zohore,FWD,0,0,0,673,686,680,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
614,Sam,Johnstone,GK,1,0,140,650,3,422,3330,74,10.0,1213.6,0.0,19,768,122.4,6,0,1,4.6,30.434782608695656
615,Conor,Townsend,DEF,2,0,76,231,169,112,2234,36,343.8,440.2,154.0,8,402,93.7,6,0,0,4.4,17.27272727272727
616,Oluwasemilogo Adesewo Ibidapo,Ajayi,DEF,1,2,51,185,88,291,2779,71,88.3,574.8,202.0,2,342,86.4,1,1,3,4.8,10.625
617,Jonathan,Leko,MID,0,0,0,597,622,611,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
618,Kyle,Edwards,MID,0,0,5,365,471,407,114,3,12.8,13.0,39.0,0,15,6.4,0,0,0,4.6,1.0869565217391306
619,Darnell,Furlong,DEF,3,1,79,149,150,147,2931,63,275.0,474.4,276.0,2,393,102.7,6,0,5,4.5,17.555555555555557
620,Sam,Field,MID,0,0,3,679,452,470,61,2,0.5,20.0,0.0,0,16,2.0,0,0,0,4.8,0.625
621,Dara,O'Shea,DEF,0,0,41,360,170,322,2099,51,71.2,439.8,44.0,1,288,55.8,3,0,3,4.2,9.761904761904761
622,Rekeem,Harper,MID,0,0,2,420,479,447,30,2,2.3,6.0,7.0,0,7,1.6,0,0,0,4.3,0.46511627906976744
623,Robert,Snodgrass,MID,0,0,14,322,394,338,528,14,56.0,76.4,75.0,0,76,20.7,0,0,2,5.6,2.5
624,Grady,Diangana,MID,0,1,39,218,319,265,1230,33,102.3,169.4,162.0,0,113,43.4,1,0,0,5.0,7.8
625,Matheus,Pereira,MID,7,11,153,53,38,15,2574,58,873.6,744.0,661.0,15,565,227.9,6,1,2,5.4,28.333333333333332
626,Cedric,Kipre,DEF,0,0,0,552,587,571,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
627,Branislav,Ivanovic,DEF,0,0,20,340,357,409,764,19,12.7,117.8,61.0,0,120,19.1,2,0,2,4.4,4.545454545454545
628,Conor,Gallagher,MID,2,2,71,151,171,124,2530,48,320.1,437.2,276.0,3,322,103.2,5,0,11,5.5,12.909090909090908
629,Filip,Krovinovic,MID,0,0,17,351,395,260,541,11,103.6,74.4,50.0,0,97,22.8,1,0,0,4.9,3.4693877551020407
630,Karlan,Grant,FWD,0,1,41,156,383,330,1120,26,63.8,93.0,259.0,3,104,41.2,3,0,1,5.6,7.321428571428572
631,Lee,Peltier,DEF,0,0,2,461,422,387,228,8,20.3,45.6,0.0,0,25,6.7,0,0,1,3.9,0.5128205128205129
632,Cheikh,Diaby,FWD,0,0,0,646,666,656,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
633,Andy,Lonergan,GK,0,0,0,480,528,504,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
634,Mbaye,Diagne,FWD,5,3,57,111,304,239,1188,17,130.8,180.0,346.0,3,134,65.2,4,0,2,6.0,9.5
635,Okay,Yokuslu,MID,1,0,34,294,289,290,1316,20,88.6,200.0,91.0,0,195,38.0,4,0,4,4.5,7.555555555555555
636,Caleb,Taylor,DEF,0,0,0,517,561,540,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
637,Taylor,Gardner-Hickman,MID,0,0,0,619,642,631,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
638,Toby,King,MID,0,0,0,624,646,635,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
639,Tim,Iroegbunam,MID,0,0,0,642,662,652,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
640,Jesse,Lingard,MID,5,9,106,62,141,142,1423,19,288.2,487.0,530.0,15,332,130.4,4,0,3,6.6,16.060606060606062
641,Mark,Noble,MID,0,0,27,421,389,289,701,15,88.6,80.4,7.0,0,132,17.6,0,0,1,4.5,6.0
642,David,Martin,GK,0,0,0,460,512,487,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
643,Darren,Randolph,GK,0,0,10,536,421,555,270,3,0.0,46.2,0.0,0,46,4.7,1,0,0,4.3,2.3255813953488373
644,Lukasz,Fabianski,GK,0,0,133,689,37,692,3150,44,0.0,745.2,0.0,11,634,74.4,10,0,2,5.0,26.6
645,Angelo,Ogbonna,DEF,0,3,100,162,139,337,2492,34,56.4,489.8,244.0,5,461,79.1,9,0,5,4.7,21.27659574468085
646,Roberto,Jimenez Gago,GK,0,0,0,592,620,606,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
647,Jack,Wilshere,MID,0,0,0,684,694,688,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
648,Aaron,Cresswell,DEF,11,0,153,291,59,12,3170,41,898.6,669.4,96.0,21,730,166.8,11,0,3,5.7,26.842105263157894
649,Andriy,Yarmolenko,MID,1,0,17,278,419,306,362,7,80.3,50.6,106.0,0,47,23.5,1,0,3,5.5,3.090909090909091
650,Michail,Antonio,FWD,5,10,118,17,117,109,1972,25,349.1,517.8,1038.0,19,345,190.1,6,0,3,6.7,17.611940298507463
651,Ryan,Fredericks,DEF,1,1,28,289,330,210,564,9,166.8,155.2,96.0,0,127,41.9,1,0,2,4.2,6.666666666666666
652,Manuel,Lanzini,MID,1,1,28,282,353,220,556,5,153.0,121.4,102.0,0,117,37.5,1,0,1,6.4,4.375
653,Felipe Anderson,Pereira Gomes,MID,0,0,2,451,493,471,2,0,0.4,2.4,2.0,0,8,0.5,0,0,0,6.1,0.3278688524590164
654,Sébastien,Haller,FWD,0,3,41,105,318,238,932,12,131.6,169.6,361.0,4,113,66.2,3,0,0,6.1,6.721311475409837
655,Arthur,Masuaku,DEF,2,0,42,338,299,194,1006,15,200.5,187.4,62.0,4,209,45.0,4,0,2,4.3,9.767441860465116
656,Fabián,Balbuena,DEF,0,1,39,315,257,426,1197,19,9.0,260.8,79.0,0,193,35.0,4,1,1,4.1,9.51219512195122
657,Jordan,Hugill,FWD,0,0,0,707,706,707,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.5,0.0
658,Jarrod,Bowen,MID,6,8,141,36,109,60,2556,33,493.5,529.8,812.0,8,434,183.7,9,0,0,5.8,24.310344827586206
659,Albian,Ajeti,FWD,0,0,0,708,707,708,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.5,0.0
660,Declan,Rice,MID,1,2,86,130,91,113,2880,37,343.8,561.2,303.0,2,520,121.3,11,0,2,4.7,18.29787234042553
661,Tomas,Soucek,MID,2,10,147,25,10,150,3420,47,271.1,889.8,925.0,16,555,208.8,11,1,7,5.2,28.269230769230766
662,Pablo,Fornals,MID,7,5,125,55,138,73,2571,33,441.3,491.8,631.0,10,430,156.5,9,0,3,5.8,21.551724137931036
663,Issa,Diop,DEF,0,2,42,353,197,397,1379,22,17.4,375.6,48.0,1,234,44.3,2,0,3,4.3,9.767441860465116
664,Ben,Johnson,DEF,0,1,25,379,379,331,516,10,63.7,98.0,28.0,0,104,18.9,1,0,1,3.9,6.410256410256411
665,Vladimir,Coufal,DEF,9,0,128,177,50,33,3054,43,670.9,693.8,220.0,12,625,158.7,9,0,3,4.8,26.666666666666668
666,Craig,Dawson,DEF,0,3,75,178,174,369,1925,25,30.2,433.6,219.0,3,336,68.4,7,1,3,4.5,16.666666666666668
667,Saïd,Benrahma,MID,6,1,73,99,230,98,1376,19,371.9,301.0,371.0,4,255,104.6,3,0,0,5.9,12.372881355932202
668,Frederik,Alves,DEF,0,0,0,521,565,544,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
669,Ademipo,Odubeko,FWD,0,0,0,635,655,644,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
670,Conor,Coventry,MID,0,0,0,608,632,622,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
671,Jamal,Baptiste,DEF,0,0,0,514,558,537,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
672,Nathan,Trott,GK,0,0,0,496,541,519,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
673,John,Ruddy,GK,0,0,4,534,446,553,91,1,0.0,25.4,0.0,0,19,2.5,0,0,0,4.3,0.9302325581395349
674,João Filipe Iria,Santos Moutinho,MID,1,1,73,272,146,24,2526,40,726.9,478.4,113.0,4,446,132.2,6,1,3,5.1,14.313725490196079
675,Rui Pedro,dos Santos Patrício,GK,0,0,132,701,30,702,3330,51,0.0,763.6,0.0,12,626,76.1,10,0,1,5.3,24.90566037735849
676,Ryan,Bennett,DEF,0,0,0,565,598,583,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
677,Willy,Boly,DEF,1,1,68,200,178,347,1879,29,46.1,414.0,182.0,4,364,64.2,6,0,2,5.4,12.592592592592592
678,Conor,Coady,DEF,0,1,106,304,51,351,3303,51,40.1,692.2,85.0,7,606,82.0,10,0,5,4.9,21.632653061224488
679,Raúl,Jiménez,FWD,1,4,43,152,310,279,824,10,96.2,177.4,275.0,7,148,55.0,4,0,0,8.1,5.3086419753086425
680,Romain,Saïss,DEF,0,3,99,110,79,268,2407,40,101.2,584.6,347.0,11,466,103.4,8,0,2,4.9,20.20408163265306
681,Jonathan,Castro Otto,DEF,0,0,16,403,410,365,496,4,31.8,61.0,14.0,1,58,10.8,1,0,0,5.4,2.962962962962963
682,Léo,Bonatini,FWD,0,0,0,676,688,682,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
683,Leander,Dendoncker,MID,2,1,77,112,192,160,2498,33,261.4,386.4,343.0,2,330,99.2,11,0,4,4.6,16.73913043478261
684,Adama,Traoré,MID,4,2,94,54,149,23,2640,41,751.0,475.4,645.0,5,359,187.2,7,0,4,6.0,15.666666666666666
685,Rúben Diogo,da Silva Neves,MID,1,5,104,81,48,69,2670,42,455.0,697.2,445.0,10,502,159.9,8,0,8,5.1,20.3921568627451
686,Oskar,Buur,DEF,0,0,1,468,504,468,22,0,0.5,0.6,0.0,0,2,0.1,0,0,0,3.9,0.25641025641025644
687,Daniel,Castelo Podence,MID,2,3,75,78,240,122,1661,24,322.0,285.6,456.0,5,240,106.2,8,0,3,5.3,14.150943396226415
688,Max,Kilman,DEF,1,0,58,318,265,326,1307,11,67.4,249.6,78.0,8,258,39.4,5,0,4,3.8,15.263157894736842
689,Rúben Gonçalo,Silva Nascimento Vinagre,DEF,0,0,1,529,438,382,172,7,25.3,31.2,0.0,0,24,5.7,0,0,0,4.1,0.24390243902439027
690,Matija,Sarkic,GK,0,0,0,574,604,592,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
