,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
182,Kepa,Arrizabalaga,GK,0,0,142,441.0,74.0,466.0,3240,39,0.1,681.0,0.0,7,685,68.0,14,0,2,5.4,26.296296296296294
183,Mateo,Kovacic,MID,2,0,64,133.0,239.0,72.0,1725,19,468.8,315.4,311.0,2,343,109.9,9,0,3,5.7,11.228070175438596
184,Gonzalo,Higuaín,FWD,0,5,53,54.0,281.0,170.0,1084,15,241.7,240.4,644.0,6,178,112.0,5,0,0,9.0,5.888888888888889
185,Addji Keaninkin Marc-Israel,Guehi,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
186,Wayne,Hennessey,GK,0,0,67,441.0,212.0,471.0,1575,26,0.0,358.8,0.0,6,311,35.9,5,0,0,4.4,15.227272727272727
187,Julian,Speroni,GK,0,0,1,441.0,437.0,471.0,90,4,0.0,31.4,0.0,0,16,3.1,0,0,0,3.9,0.25641025641025644
188,Vicente,Guaita,GK,0,0,81,441.0,164.0,471.0,1754,23,0.0,448.0,0.0,8,378,44.8,7,0,2,4.3,18.837209302325583
189,James,Tomkins,DEF,1,1,86,154.0,115.0,303.0,2561,37,83.0,560.8,276.0,0,504,92.3,10,0,6,4.3,20.0
190,Scott,Dann,DEF,1,0,23,320.0,313.0,398.0,661,10,22.5,186.2,71.0,0,129,28.1,2,0,1,4.4,5.227272727272727
191,Martin,Kelly,DEF,0,0,26,366.0,264.0,410.0,1110,21,17.1,269.8,34.0,1,166,32.2,3,0,2,3.9,6.666666666666667
192,Jeffrey,Schlupp,DEF,3,4,91,88.0,202.0,171.0,1660,26,240.5,385.2,430.0,3,301,105.7,4,0,1,4.3,21.16279069767442
193,Patrick,van Aanholt,DEF,2,3,140,81.0,93.0,58.0,3196,46,520.4,616.0,448.0,17,626,158.7,12,0,3,5.5,25.454545454545453
194,Mamadou,Sakho,DEF,0,0,88,347.0,125.0,308.0,2416,35,78.2,540.6,47.0,13,533,66.6,9,0,2,4.9,17.959183673469386
195,Jairo,Riedewald,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
196,Aaron,Wan-Bissaka,DEF,3,0,120,254.0,24.0,155.0,3134,47,266.8,863.4,139.0,18,672,127.1,12,1,4,4.6,26.086956521739133
197,James,McArthur,MID,7,3,121,72.0,79.0,77.0,3057,49,457.2,666.8,487.0,7,500,161.3,11,0,7,4.9,24.693877551020407
198,Bakary,Sako,MID,0,0,4,441.0,484.0,459.0,26,2,0.5,3.0,0.0,0,10,0.3,0,0,0,4.9,0.8163265306122448
199,Andros,Townsend,MID,5,6,135,55.0,50.0,16.0,3007,46,928.5,743.0,622.0,8,520,229.6,11,0,1,5.6,24.107142857142858
200,Luka,Milivojevic,MID,2,12,166,75.0,6.0,17.0,3420,53,910.1,1078.2,473.0,24,741,246.3,12,0,10,6.5,25.53846153846154
201,Wilfried,Zaha,FWD,11,10,143,16.0,48.0,28.0,3037,49,753.3,752.8,1200.0,13,459,270.6,11,1,8,7.0,20.428571428571427
202,Christian,Benteke,FWD,1,1,33,120.0,373.0,255.0,807,13,118.4,106.0,348.0,3,65,56.1,3,0,1,6.3,5.238095238095238
203,Alexander,Sørloth,FWD,0,0,12,332.0,452.0,366.0,173,3,38.3,19.2,59.0,0,32,11.3,0,0,0,4.8,2.5
204,Cheikhou,Kouyaté,MID,3,0,67,182.0,221.0,195.0,1889,30,198.5,337.4,222.0,0,251,75.6,9,0,3,4.7,14.25531914893617
205,Joel,Ward,DEF,0,1,13,351.0,352.0,384.0,551,14,28.9,131.8,43.0,0,68,20.5,0,0,1,4.3,3.0232558139534884
206,Jaroslaw,Jach,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
207,Pape,Souaré,DEF,0,0,1,441.0,492.0,466.0,1,0,0.1,1.0,0.0,0,3,0.1,0,0,0,4.2,0.23809523809523808
208,Connor,Wickham,FWD,1,0,9,339.0,448.0,359.0,61,1,41.9,23.2,55.0,0,23,12.0,0,0,0,4.9,1.8367346938775508
209,Sullay,Kaikai,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
210,Max,Meyer,MID,3,1,60,87.0,283.0,131.0,1405,24,309.9,236.0,433.0,0,223,98.0,6,0,3,5.5,10.909090909090908
211,Jordan,Ayew,FWD,3,1,46,91.0,344.0,191.0,1176,13,207.3,140.2,421.0,2,114,76.7,5,0,3,5.7,8.070175438596491
212,Joe,Tupper,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
213,Lucas,Perri,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
214,Michy,Batshuayi,FWD,1,5,48,95.0,307.0,361.0,748,11,41.4,198.6,406.0,5,159,64.2,3,0,0,6.2,7.741935483870967
215,Sam,Woods,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
216,Luke,Dreher,MID,0,0,1,441.0,496.0,458.0,1,0,0.6,0.2,0.0,0,3,0.1,0,0,0,4.5,0.2222222222222222
217,Nikola,Tavares,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
218,Jordan,Pickford,GK,0,0,161,441.0,43.0,429.0,3420,46,10.0,776.4,0.0,13,706,78.5,14,0,1,4.9,32.857142857142854
219,Maarten,Stekelenburg,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
220,Leighton,Baines,DEF,0,0,7,402.0,424.0,294.0,374,6,91.4,48.4,15.0,0,48,15.4,0,0,0,5.0,1.4
221,Seamus,Coleman,DEF,2,2,125,156.0,136.0,100.0,2558,30,387.3,515.2,274.0,12,548,117.6,13,0,1,5.2,24.038461538461537
222,Phil,Jagielka,DEF,0,1,22,351.0,395.0,399.0,329,4,21.4,82.2,43.0,3,80,14.6,2,1,0,4.3,5.116279069767442
223,Ashley,Williams,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
224,Mason,Holgate,DEF,0,0,5,431.0,382.0,436.0,407,9,5.0,92.2,2.0,0,61,9.9,0,0,1,4.3,1.1627906976744187
225,Jonjoe,Kenny,DEF,1,0,19,409.0,323.0,283.0,789,15,102.7,166.2,12.0,0,134,28.0,1,0,1,4.1,4.634146341463415
226,Michael,Keane,DEF,2,1,129,129.0,51.0,285.0,2970,39,101.2,740.2,326.0,15,642,117.2,13,0,2,4.8,26.875
227,Cuco,Martina,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
228,Theo,Walcott,MID,3,5,101,49.0,183.0,117.0,2108,33,342.9,420.0,699.0,4,292,145.7,6,0,1,5.9,17.11864406779661
229,Yannick,Bolasie,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.8,0.0
230,James,McCarthy,MID,0,0,1,441.0,475.0,466.0,14,0,0.1,5.2,0.0,0,3,0.5,0,0,0,4.4,0.22727272727272727
231,Morgan,Schneiderlin,MID,1,0,28,399.0,333.0,250.0,832,9,124.7,151.6,17.0,0,152,29.4,5,0,2,4.2,6.666666666666666
232,Idrissa,Gueye,MID,2,0,78,229.0,90.0,127.0,2821,31,311.3,629.2,168.0,0,472,111.1,13,0,6,4.7,16.595744680851062
233,Tom,Davies,MID,0,0,26,290.0,358.0,290.0,975,19,96.2,122.6,103.0,0,127,32.1,2,0,3,5.0,5.2
234,Ademola,Lookman,MID,3,0,34,189.0,353.0,215.0,600,8,172.1,131.4,211.0,0,110,51.6,1,0,0,4.9,6.938775510204081
235,Davy,Klaassen,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,6.0,0.0
236,Gylfi,Sigurdsson,MID,6,13,182,19.0,15.0,9.0,3122,41,1098.5,959.8,1084.0,20,662,314.2,15,0,3,7.4,24.594594594594593
237,Nikola,Vlasic,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.0,0.0
238,Beni,Baningime,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
239,Dominic,Calvert-Lewin,FWD,5,6,92,57.0,235.0,205.0,1769,26,185.7,321.8,618.0,3,267,111.5,8,0,3,5.4,17.037037037037035
240,Cenk,Tosun,FWD,3,3,56,63.0,299.0,214.0,1044,17,172.2,212.6,546.0,3,166,92.8,1,0,3,6.4,8.75
241,Richarlison,de Andrade,MID,3,13,153,14.0,67.0,112.0,2662,36,350.7,698.4,1209.0,12,400,224.5,11,1,5,6.4,23.90625
242,Kevin,Mirallas,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.5,0.0
243,Sandro,Ramírez,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,0.0
244,Lucas,Digne,DEF,5,4,158,138.0,21.0,8.0,2964,38,1142.0,883.0,300.0,22,736,232.7,13,1,5,5.4,29.259259259259256
245,Yerry,Mina,DEF,0,1,36,331.0,308.0,367.0,891,13,37.5,198.2,61.0,2,176,29.6,3,0,3,5.4,6.666666666666666
246,Bernard,Anício Caldeira Duarte,MID,4,1,88,109.0,207.0,45.0,2108,19,589.6,366.0,377.0,5,319,133.3,13,0,5,5.9,14.915254237288135
247,André Filipe,Tavares Gomes,MID,2,1,64,192.0,265.0,226.0,1977,28,154.6,268.4,207.0,2,268,63.1,9,0,7,5.4,11.851851851851851
248,Kurt,Zouma,DEF,2,2,112,174.0,114.0,301.0,2613,39,83.7,565.2,235.0,12,543,88.8,10,1,3,5.0,22.4
249,Kieran,Dowell,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
250,Tyias,Browning,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
251,Calum,Chambers,DEF,0,2,60,99.0,96.0,176.0,2586,52,231.9,609.0,401.0,0,431,124.5,5,0,9,4.2,14.285714285714285
252,Marcus,Bettinelli,GK,0,0,15,441.0,310.0,471.0,630,20,0.0,195.0,0.0,0,114,19.4,0,0,1,4.2,3.571428571428571
253,Tim,Ream,DEF,0,0,50,430.0,225.0,352.0,2046,49,46.3,331.6,3.0,4,349,38.3,5,0,1,4.2,11.904761904761905
254,Denis,Odoi,DEF,1,0,44,298.0,111.0,220.0,2593,62,164.2,575.2,93.0,2,427,83.5,3,0,4,4.4,10.0
255,Tom,Cairney,MID,1,1,71,200.0,214.0,46.0,2188,51,586.7,358.0,199.0,3,389,114.5,5,0,0,4.6,15.434782608695654
256,Kevin,McDonald,MID,0,0,17,402.0,377.0,317.0,837,27,71.9,99.6,15.0,0,123,18.7,0,1,4,4.2,4.0476190476190474
257,Ryan,Sessegnon,MID,7,2,94,86.0,188.0,73.0,2291,60,468.3,410.4,438.0,3,295,132.0,3,0,0,6.0,15.666666666666666
258,Stefan,Johansen,MID,0,0,11,419.0,423.0,375.0,409,12,33.0,48.8,7.0,0,48,9.0,0,0,4,5.0,2.2
259,Floyd,Ayité,MID,0,1,24,316.0,384.0,259.0,466,13,117.5,90.0,74.0,0,91,28.0,0,0,0,4.2,5.714285714285714
260,Neeskens,Kebano,MID,0,0,7,413.0,454.0,432.0,101,3,8.3,17.6,8.0,0,24,3.4,0,0,0,4.3,1.627906976744186
261,Rui Pedro,da Rocha Fonte,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
262,Aboubakar,Kamara,FWD,0,3,28,169.0,336.0,229.0,688,17,149.5,150.0,244.0,2,82,53.1,1,0,2,4.5,6.222222222222222
263,Maxime,Le Marchand,DEF,1,0,38,294.0,109.0,244.0,2250,53,131.7,577.8,99.0,1,409,81.2,3,0,5,4.2,9.047619047619047
264,Jean Michael,Seri,MID,3,1,72,235.0,154.0,18.0,2239,54,849.4,460.2,164.0,6,422,147.5,3,0,6,4.9,14.693877551020407
265,Cyrus,Christie,DEF,1,0,42,284.0,181.0,141.0,1941,42,293.1,423.2,107.0,2,278,82.2,3,0,7,4.2,10.0
266,Fabricio,Agosto Ramírez,GK,0,0,8,441.0,365.0,471.0,180,5,0.0,115.2,0.0,2,47,11.5,0,0,0,4.2,1.9047619047619047
267,André,Schürrle,MID,0,6,75,74.0,211.0,128.0,1638,43,310.6,361.8,474.0,2,260,114.0,2,0,2,5.5,13.636363636363637
268,Aleksandar,Mitrovic,FWD,4,11,134,3.0,87.0,67.0,3280,78,499.5,638.8,1593.0,12,350,273.4,5,0,7,6.3,21.26984126984127
269,Alfie,Mawson,DEF,0,0,19,368.0,272.0,397.0,1130,26,23.2,259.2,31.0,2,174,31.3,1,0,2,4.7,4.042553191489362
270,Sergio,Rico,GK,0,0,86,441.0,27.0,402.0,2610,56,20.3,851.4,0.0,8,519,87.1,5,0,1,4.4,19.545454545454543
271,Joe,Bryan,DEF,1,0,52,180.0,149.0,102.0,2344,54,385.4,469.2,226.0,4,397,108.1,5,0,5,4.8,10.833333333333334
272,Timothy,Fosu-Mensah,DEF,0,0,14,372.0,348.0,286.0,791,18,100.3,136.4,28.0,1,119,26.4,1,0,3,4.5,3.111111111111111
273,André-Frank,Zambo Anguissa,MID,0,0,37,237.0,238.0,240.0,1512,33,137.0,315.8,163.0,0,235,61.4,3,1,1,4.4,8.409090909090908
274,Luciano,Vietto,FWD,4,1,47,121.0,303.0,135.0,980,21,306.8,206.2,346.0,4,171,85.6,1,0,1,5.3,8.867924528301888
275,Ibrahima,Cissé,MID,0,0,4,441.0,463.0,443.0,86,4,2.1,11.6,0.0,0,16,1.4,0,0,0,4.3,0.9302325581395349
276,Zeze Steven,Sessegnon,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
277,Ryan,Babel,MID,4,5,75,119.0,234.0,121.0,1250,26,336.8,322.0,355.0,8,246,101.5,3,0,3,5.6,13.392857142857144
278,Håvard,Nordtveit,DEF,1,0,8,441.0,381.0,377.0,361,10,31.4,93.0,0.0,0,70,12.4,0,0,0,4.5,1.7777777777777777
279,Lazar,Markovic,MID,0,0,1,426.0,472.0,420.0,45,1,13.0,6.2,4.0,0,3,2.3,0,0,0,4.7,0.2127659574468085
280,Harvey,Elliott,MID,0,0,2,399.0,481.0,446.0,18,1,1.7,3.8,17.0,0,7,2.2,0,0,0,4.0,0.5
281,Luca,De La Torre,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
282,Jason,Puncheon,MID,0,0,15,357.0,427.0,307.0,392,9,79.9,43.6,39.0,0,50,16.3,1,0,1,4.1,3.658536585365854
283,Ben,Hamer,GK,0,0,9,441.0,329.0,471.0,552,21,0.0,158.0,0.0,0,98,15.7,0,0,0,3.9,2.307692307692308
284,Jonas,Lössl,GK,1,0,99,426.0,45.0,363.0,2777,54,40.3,764.2,4.0,9,541,80.7,5,0,1,4.4,22.499999999999996
285,Christopher,Schindler,DEF,1,1,76,225.0,75.0,370.0,3260,72,35.8,679.4,169.0,7,517,88.7,5,1,4,4.2,18.095238095238095
286,Chris,Löwe,DEF,4,0,49,208.0,230.0,105.0,2052,55,379.9,325.8,183.0,6,313,88.8,1,0,2,4.4,11.136363636363635
287,Tommy,Smith,DEF,0,0,9,361.0,327.0,261.0,1141,37,116.2,161.4,36.0,0,141,31.5,1,1,2,4.4,2.0454545454545454
288,Mathias,Jorgensen,DEF,1,3,67,225.0,124.0,282.0,2147,38,103.7,544.2,169.0,4,402,81.9,3,0,6,4.4,15.227272727272727
289,Scott,Malone,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
290,Florent,Hadergjonaj,DEF,0,0,50,312.0,257.0,97.0,1837,36,395.7,286.8,80.0,1,307,76.2,4,0,1,4.3,11.627906976744187
291,Terence,Kongolo,DEF,1,1,60,240.0,108.0,239.0,2716,65,138.5,581.0,160.0,4,429,88.1,4,0,4,4.3,13.953488372093023
292,Aaron,Mooy,MID,1,3,76,116.0,138.0,29.0,2326,48,725.2,510.8,359.0,5,411,159.7,3,0,4,5.0,15.2
293,Rajiv,van La Parra,MID,0,0,10,354.0,439.0,337.0,405,6,57.6,27.8,41.0,0,13,12.6,1,0,0,4.6,2.173913043478261
294,Jonathan,Hogg,MID,1,0,54,322.0,197.0,151.0,2369,44,271.1,390.4,70.0,3,326,72.5,5,1,8,4.4,12.272727272727272
295,Philip,Billing,MID,0,2,63,110.0,141.0,119.0,2187,43,341.0,494.6,375.0,4,317,121.3,5,0,7,4.5,14.0
296,Tom,Ince,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.0,0.0
297,Danny,Williams,MID,0,0,6,438.0,466.0,424.0,94,1,11.4,8.6,1.0,0,12,2.0,1,0,1,4.5,1.3333333333333333
298,Abdelhamid,Sabiri,MID,0,0,2,431.0,479.0,459.0,48,3,0.5,4.2,2.0,0,6,0.7,0,0,0,4.3,0.46511627906976744
299,Alex,Pritchard,MID,0,2,69,63.0,252.0,68.0,2079,40,497.9,297.4,546.0,2,251,134.0,7,0,2,4.8,14.375
300,Ramadan,Sobhi,MID,0,0,4,421.0,458.0,349.0,75,2,48.2,15.4,6.0,0,13,6.9,0,0,0,4.7,0.851063829787234
301,Juninho,Bacuna,MID,0,1,39,256.0,280.0,146.0,1410,37,278.8,246.4,131.0,1,179,65.9,0,0,4,4.2,9.285714285714285
302,Collin,Quaner,FWD,0,0,2,441.0,486.0,418.0,37,2,13.7,2.2,0.0,0,3,1.6,0,0,0,4.3,0.46511627906976744
303,Laurent,Depoitre,FWD,1,0,34,105.0,418.0,252.0,1058,23,124.3,51.6,381.0,0,40,54.8,0,0,1,5.1,6.666666666666667
304,Steve,Mounie,FWD,4,2,69,40.0,288.0,165.0,1767,38,251.7,226.4,788.0,4,153,123.9,5,1,1,5.8,11.89655172413793
305,Elias,Kachunga,FWD,0,0,29,214.0,393.0,273.0,1175,30,109.0,83.6,180.0,0,41,36.7,1,0,2,4.8,6.041666666666667
306,Erik,Durm,DEF,1,0,49,275.0,261.0,190.0,2049,45,209.2,281.8,114.0,2,297,60.7,3,0,0,4.4,11.136363636363635
307,Adama,Diakhaby,MID,1,0,19,273.0,432.0,306.0,548,16,80.6,40.0,115.0,0,38,23.4,1,0,1,4.5,4.222222222222222
308,Isaac,Mbenza,MID,1,1,38,219.0,369.0,254.0,977,25,118.5,110.4,174.0,0,127,40.0,0,0,1,5.9,6.440677966101695
309,Jon Gorenc,Stankovic,DEF,0,1,24,293.0,322.0,388.0,715,20,28.2,166.6,101.0,2,127,29.5,2,0,2,3.9,6.153846153846154
310,Ryan,Schofield,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
311,Karlan,Grant,FWD,2,3,45,134.0,342.0,272.0,873,23,109.6,141.8,308.0,5,123,55.9,1,0,0,5.0,9.0
312,Joel,Coleman,GK,0,0,2,441.0,459.0,471.0,90,1,0.0,14.8,0.0,0,13,1.5,0,0,0,4.0,0.5
313,Demeaco,Duhaney,DEF,0,0,1,441.0,481.0,447.0,45,0,1.6,3.8,0.0,0,1,0.5,0,0,0,4.0,0.25
314,Matthew,Daly,MID,0,0,2,431.0,494.0,455.0,73,1,1.0,0.6,2.0,0,5,0.4,0,0,0,4.5,0.4444444444444444
315,Aaron,Rowe,MID,0,0,2,441.0,498.0,452.0,68,1,1.2,0.0,0.0,0,-2,0.0,0,0,0,4.5,0.4444444444444444
316,Kasper,Schmeichel,GK,0,0,120,426.0,47.0,429.0,3420,48,10.0,756.8,4.0,6,618,76.9,10,0,3,5.0,24.0
317,Eldin,Jakupovic,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
318,Wes,Morgan,DEF,0,3,76,141.0,148.0,365.0,1924,28,40.1,471.0,293.0,7,365,80.5,6,2,1,4.5,16.88888888888889
319,Christian,Fuchs,DEF,0,0,3,405.0,420.0,298.0,206,5,85.6,50.4,14.0,0,38,14.9,0,0,0,4.1,0.7317073170731708
320,Danny,Simpson,DEF,0,0,12,431.0,401.0,419.0,289,4,13.2,74.6,2.0,0,50,9.0,1,0,0,4.2,2.857142857142857
321,Yohan,Benalouane,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
322,Benjamin,Chilwell,DEF,5,0,118,139.0,59.0,35.0,3240,43,674.6,721.0,298.0,8,578,170.0,10,0,4,5.0,23.6
323,Harry,Maguire,DEF,1,3,92,77.0,63.0,218.0,2596,41,165.3,715.8,462.0,10,533,134.3,6,1,6,5.4,17.037037037037035
324,Ricardo Domingos,Barbosa Pereira,DEF,8,2,146,88.0,19.0,60.0,3123,45,517.6,889.0,430.0,22,693,183.7,10,0,7,5.3,27.547169811320757
325,Jonny,Evans,DEF,0,1,77,241.0,155.0,325.0,1993,26,66.1,460.0,158.0,3,418,68.5,8,0,2,4.8,16.041666666666668
326,Marc,Albrighton,MID,2,2,63,170.0,205.0,83.0,1617,17,446.8,371.2,242.0,4,279,106.1,5,0,3,5.1,12.352941176470589
327,Demarai,Gray,MID,1,4,84,60.0,236.0,130.0,1978,29,310.2,320.2,599.0,3,244,122.5,6,0,2,5.4,15.555555555555555
328,Daniel,Amartey,MID,0,0,15,392.0,345.0,351.0,639,9,46.7,139.0,21.0,0,103,20.8,1,0,2,4.3,3.488372093023256
329,Wilfred,Ndidi,MID,0,2,89,121.0,57.0,118.0,3295,47,342.4,726.0,346.0,4,571,141.6,9,0,8,4.9,18.163265306122447
330,Vicente,Iborra,MID,0,0,9,378.0,441.0,389.0,224,4,27.8,26.8,25.0,0,31,8.0,0,0,0,4.7,1.9148936170212765
331,Matty,James,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
332,Hamza,Choudhury,MID,0,0,20,344.0,362.0,315.0,593,4,73.7,119.6,51.0,0,80,24.6,4,0,0,4.3,4.651162790697675
333,Adrien Sebastian,Perruchet Silva,MID,0,0,3,441.0,461.0,434.0,87,1,6.3,14.2,0.0,0,16,2.1,0,0,0,4.7,0.6382978723404255
334,Fousseni,Diabaté,MID,0,0,1,441.0,470.0,413.0,54,1,15.8,7.4,0.0,0,4,2.3,0,0,0,4.6,0.2173913043478261
335,James,Maddison,MID,7,7,137,41.0,36.0,1.0,2831,44,1515.0,801.4,769.0,12,619,308.4,8,1,3,6.6,20.757575757575758
336,Jamie,Vardy,FWD,5,18,174,15.0,30.0,89.0,2726,36,419.9,822.0,1206.0,31,598,244.6,11,1,3,9.0,19.333333333333332
337,Shinji,Okazaki,FWD,1,0,25,300.0,426.0,387.0,269,4,28.6,45.6,90.0,0,59,16.3,0,0,0,5.1,4.901960784313726
338,Kelechi,Iheanacho,FWD,5,1,58,177.0,349.0,189.0,924,16,209.4,135.8,230.0,3,160,56.9,1,0,2,5.7,10.175438596491228
339,Danny,Ward,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
340,Rachid,Ghezzal,MID,0,1,28,179.0,338.0,134.0,733,13,307.0,147.8,228.0,2,112,68.3,1,0,3,5.0,5.6
341,Filip,Benkovic,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.0,0.0
342,Çaglar,Söyüncü,DEF,0,0,9,387.0,398.0,433.0,371,4,6.8,76.6,22.0,0,48,10.6,0,0,1,4.8,1.875
343,Nampalys,Mendy,MID,1,0,58,382.0,284.0,241.0,2085,29,135.5,235.8,23.0,0,291,39.5,7,0,5,4.3,13.488372093023257
344,Josh,Knight,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
345,Harvey,Barnes,MID,3,1,43,66.0,320.0,169.0,1001,16,242.0,172.8,534.0,1,139,94.8,1,0,0,5.5,7.818181818181818
346,Youri,Tielemans,MID,5,3,63,167.0,251.0,152.0,1087,14,269.7,299.0,249.0,6,267,81.8,3,0,2,6.0,10.5
347,Simon,Mignolet,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
348,Loris,Karius,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
349,Dejan,Lovren,DEF,1,1,63,317.0,274.0,383.0,986,7,29.1,255.8,72.0,9,258,35.7,6,0,1,4.9,12.857142857142856
350,Alberto,Moreno,DEF,0,0,4,425.0,451.0,358.0,154,2,42.0,20.0,5.0,0,24,6.7,0,0,0,4.1,0.9756097560975611
351,Joseph,Gomez,DEF,0,0,55,350.0,301.0,293.0,1059,4,92.1,209.8,44.0,2,268,34.7,7,0,2,4.8,11.458333333333334
352,Joel,Matip,DEF,0,1,83,307.0,185.0,336.0,1535,12,57.9,414.6,85.0,7,402,55.9,9,0,3,4.9,16.93877551020408
353,Ragnar,Klavan,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
354,Trent,Alexander-Arnold,DEF,13,1,185,154.0,54.0,19.0,2460,14,837.4,734.4,276.0,25,753,184.7,16,0,3,5.8,31.896551724137932
355,Virgil,van Dijk,DEF,4,4,208,78.0,12.0,270.0,3384,22,111.1,993.6,455.0,22,932,156.1,20,0,1,6.7,31.044776119402986
356,Andrew,Robertson,DEF,12,0,213,130.0,49.0,26.0,3216,20,767.2,748.8,318.0,29,906,183.6,21,0,4,6.7,31.791044776119403
357,Alex,Oxlade-Chamberlain,MID,0,0,2,395.0,465.0,426.0,19,0,10.8,10.2,19.0,0,7,4.0,0,0,0,6.4,0.3125
358,Jordan,Henderson,MID,3,1,76,212.0,212.0,126.0,1976,14,311.7,358.8,182.0,2,397,85.4,12,1,1,5.3,14.339622641509434
359,Adam,Lallana,MID,1,0,23,277.0,389.0,238.0,460,3,139.0,85.4,113.0,0,96,33.8,3,0,1,6.9,3.333333333333333
360,Sadio,Mané,MID,3,22,231,9.0,10.0,33.0,3076,21,692.8,1015.8,1332.0,24,703,304.0,19,0,2,10.3,22.427184466019416
361,Georginio,Wijnaldum,MID,1,3,108,127.0,173.0,94.0,2723,16,405.2,437.6,338.0,9,470,118.4,18,0,3,5.5,19.636363636363637
362,Mohamed,Salah,MID,12,22,259,1.0,2.0,13.0,3254,20,973.9,1186.8,2168.0,18,687,432.7,21,0,1,13.2,19.62121212121212
363,James,Milner,MID,5,5,101,111.0,103.0,29.0,1778,13,725.2,587.2,374.0,12,448,169.2,9,1,5,5.6,18.03571428571429
364,Fabio Henrique,Tavares,MID,2,1,65,221.0,189.0,144.0,2011,14,283.4,406.2,173.0,0,305,86.4,11,0,6,5.5,11.818181818181818
