,first_name,second_name,position,assists,goals_scored,total_points,threat_rank,influence_rank,creativity_rank,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,points_per_million
11,Mesut,Özil,MID,3,5,89,164.0,178.0,31.0,1732,24,714.2,429.6,254.0,9,363,140.0,5,0,2,7.9,11.265822784810126
12,Aaron,Ramsey,MID,6,4,91,70.0,184.0,101.0,1319,13,387.2,418.4,502.0,4,298,131.0,9,0,0,7.1,12.816901408450704
13,Alex,Iwobi,MID,8,3,99,53.0,150.0,44.0,1961,32,596.7,469.0,646.0,3,382,171.1,4,0,0,5.4,18.333333333333332
14,Mohamed,Elneny,MID,0,0,10,329.0,387.0,311.0,377,5,76.7,86.6,63.0,0,59,22.7,0,0,0,4.2,2.380952380952381
15,Granit,Xhaka,MID,3,4,90,187.0,88.0,36.0,2498,37,674.0,634.6,215.0,8,452,152.6,7,0,10,5.2,17.307692307692307
16,Henrikh,Mkhitaryan,MID,4,6,98,59.0,166.0,79.0,1637,26,454.9,446.4,600.0,12,354,150.2,3,0,1,6.6,14.84848484848485
17,Reiss,Nelson,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
18,Ainsley,Maitland-Niles,MID,1,1,34,261.0,291.0,288.0,983,20,98.9,224.2,126.0,3,152,44.8,2,1,1,4.4,7.727272727272727
19,Danny,Welbeck,FWD,1,1,19,327.0,404.0,339.0,146,3,56.8,73.6,66.0,3,63,19.5,0,0,0,6.4,2.96875
20,Alexandre,Lacazette,FWD,12,13,166,10.0,33.0,70.0,2497,31,482.4,808.0,1319.0,20,560,260.6,6,0,2,9.4,17.659574468085104
21,Pierre-Emerick,Aubameyang,FWD,7,22,205,6.0,14.0,69.0,2722,42,484.6,984.4,1429.0,32,756,289.6,7,0,0,10.8,18.98148148148148
22,Lucas,Torreira,MID,4,2,78,195.0,171.0,137.0,2377,38,301.0,440.8,203.0,6,409,94.5,5,1,7,4.7,16.595744680851062
23,Matteo,Guendouzi,MID,0,0,47,258.0,232.0,124.0,2140,32,312.4,323.2,130.0,0,321,76.6,3,0,9,4.4,10.681818181818182
24,Emiliano,Martínez,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
25,Emile,Smith-Rowe,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
26,Zech,Medley,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
27,Edward,Nketiah,FWD,0,1,10,332.0,431.0,414.0,63,3,14.7,40.8,59.0,1,36,11.4,0,0,0,5.0,2.0
28,Bukayo,Saka,MID,0,0,1,441.0,498.0,471.0,7,0,0.0,0.0,0.0,0,3,0.0,0,0,0,4.5,0.2222222222222222
29,Joseph,Willock,MID,0,0,4,382.0,492.0,441.0,63,1,2.5,1.0,23.0,0,4,2.7,1,0,0,4.5,0.8888888888888888
30,Carl,Jenkinson,DEF,0,0,4,413.0,441.0,411.0,165,3,16.9,26.8,8.0,0,16,5.2,0,0,0,4.5,0.8888888888888888
31,Denis,Suárez,MID,0,0,4,441.0,467.0,437.0,67,1,4.8,8.4,0.0,0,11,1.4,0,0,0,5.7,0.7017543859649122
32,Asmir,Begovic,GK,0,0,63,441.0,172.0,471.0,2160,47,0.0,440.6,0.0,4,363,44.2,5,0,0,4.3,14.651162790697676
33,Artur,Boruc,GK,0,0,46,441.0,247.0,471.0,1080,18,0.0,302.0,0.0,4,218,30.3,4,0,2,4.1,11.219512195121952
34,Simon,Francis,DEF,2,0,40,357.0,223.0,212.0,1227,24,173.3,332.4,39.0,0,244,54.4,4,0,1,4.3,9.30232558139535
35,Steve,Cook,DEF,1,1,85,142.0,56.0,233.0,2786,56,143.3,731.0,292.0,6,549,116.5,9,0,3,4.3,19.767441860465116
36,Charlie,Daniels,DEF,0,1,44,243.0,256.0,183.0,1583,34,215.4,289.8,156.0,1,278,66.2,4,0,4,4.1,10.731707317073171
37,Adam,Smith,DEF,1,1,70,282.0,204.0,194.0,2067,33,199.8,374.0,110.0,1,383,68.5,8,1,5,4.3,16.27906976744186
38,Tyrone,Mings,DEF,0,0,5,431.0,422.0,412.0,141,4,16.3,49.0,2.0,0,41,6.8,0,0,0,4.2,1.1904761904761905
39,Nathan,Aké,DEF,1,4,120,85.0,11.0,249.0,3411,70,125.9,1002.0,440.0,8,716,156.8,10,0,3,5.1,23.529411764705884
40,Jack,Simpson,DEF,0,0,10,392.0,389.0,445.0,401,9,2.0,85.4,21.0,0,73,11.0,1,0,0,3.9,2.5641025641025643
41,Marc,Pugh,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
42,Andrew,Surman,MID,0,0,36,360.0,311.0,222.0,1438,37,163.0,190.8,38.0,0,206,39.2,4,0,2,4.6,7.82608695652174
43,Junior,Stanislas,MID,3,2,56,126.0,290.0,162.0,1021,24,254.5,225.2,340.0,3,205,82.0,2,0,1,6.0,9.333333333333334
44,Dan,Gosling,MID,2,2,54,185.0,192.0,219.0,1734,33,164.7,400.6,217.0,0,237,78.1,4,0,8,4.7,11.48936170212766
45,Jordon,Ibe,MID,1,1,33,245.0,354.0,209.0,789,23,174.8,131.2,155.0,0,105,46.0,1,0,1,4.9,6.73469387755102
46,Lewis,Cook,MID,0,0,22,361.0,399.0,345.0,719,10,50.4,76.0,36.0,0,91,16.5,3,0,2,4.6,4.782608695652175
47,Ryan,Fraser,MID,14,7,181,50.0,18.0,3.0,3165,64,1382.4,930.6,696.0,23,751,301.2,9,0,2,6.4,28.28125
48,Emerson,Hyndman,MID,0,0,1,441.0,462.0,452.0,37,2,1.2,14.0,0.0,0,2,1.5,0,0,0,4.4,0.22727272727272727
49,David,Brooks,MID,6,7,123,58.0,99.0,75.0,2263,41,466.7,598.0,609.0,7,414,167.5,9,0,3,5.0,24.6
50,Callum,Wilson,FWD,12,14,168,17.0,52.0,99.0,2528,47,388.4,737.8,1137.0,22,525,225.0,9,0,3,6.9,24.34782608695652
51,Lys,Mousset,FWD,0,1,28,196.0,401.0,328.0,350,15,65.1,74.6,201.0,0,74,33.8,0,0,1,4.9,5.7142857142857135
52,Joshua,King,FWD,3,12,141,22.0,82.0,55.0,2963,57,535.7,655.4,1058.0,20,457,223.8,10,0,3,6.4,22.03125
53,Jermain,Defoe,FWD,0,0,4,382.0,484.0,471.0,22,2,0.0,3.0,23.0,0,12,2.6,0,0,0,5.6,0.7142857142857143
54,Nathaniel,Clyne,DEF,1,0,34,317.0,306.0,287.0,1250,26,100.2,199.4,72.0,0,201,36.9,3,0,2,4.4,7.727272727272727
55,Dominic,Solanke,FWD,1,0,15,246.0,397.0,291.0,340,5,96.0,79.0,154.0,0,45,33.0,0,0,0,4.7,3.1914893617021276
56,Diego,Rico,DEF,0,0,8,361.0,370.0,216.0,606,19,171.6,107.4,36.0,0,89,31.4,0,0,1,4.1,1.9512195121951221
57,Jefferson,Lerma,MID,2,2,75,219.0,126.0,168.0,2505,49,245.8,539.6,174.0,6,410,96.2,9,0,12,4.5,16.666666666666668
58,Chris,Mepham,DEF,1,0,27,387.0,318.0,395.0,848,17,24.1,177.2,22.0,0,158,22.5,2,0,1,4.5,6.0
59,Sam,Surridge,FWD,0,0,2,382.0,477.0,422.0,11,0,11.8,5.0,23.0,0,3,4.0,0,0,0,4.5,0.4444444444444444
60,Kyle,Taylor,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
61,Nnamdi,Ofoborh,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
62,Mark,Travers,GK,0,0,9,441.0,412.0,471.0,180,5,0.0,68.2,0.0,1,46,6.8,1,0,0,4.0,2.25
63,Matt,Butcher,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
64,Mathew,Ryan,GK,0,0,104,441.0,66.0,471.0,3060,55,0.0,707.0,0.0,11,547,70.9,6,0,2,4.4,23.636363636363633
65,Lewis,Dunk,DEF,1,2,91,168.0,35.0,243.0,3151,56,132.9,805.8,245.0,6,573,118.7,7,1,5,4.4,20.68181818181818
66,Shane,Duffy,DEF,2,5,115,71.0,8.0,300.0,3087,55,84.1,1024.4,499.0,9,582,160.9,7,1,4,4.7,24.46808510638298
67,Bruno,Saltor Grau,DEF,1,0,46,405.0,316.0,284.0,1131,17,102.0,181.6,14.0,7,229,29.8,4,0,2,4.4,10.454545454545453
68,Gaëtan,Bong,DEF,0,0,48,413.0,294.0,227.0,1805,34,153.3,220.0,8.0,0,254,38.0,5,0,0,4.4,10.909090909090908
69,Markus,Suttner,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,0.0
70,Ezequiel,Schelotto,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,0.0
71,Leon,Balogun,DEF,0,1,15,375.0,350.0,454.0,591,10,1.1,134.0,27.0,0,86,16.2,0,0,2,4.2,3.571428571428571
72,Anthony,Knockaert,MID,6,2,74,124.0,198.0,48.0,1828,41,580.8,389.6,345.0,2,293,131.4,3,1,4,5.2,14.23076923076923
73,Dale,Stephens,MID,1,1,65,304.0,140.0,166.0,2484,46,249.3,498.2,88.0,4,404,83.6,5,1,6,4.3,15.116279069767442
74,Beram,Kayal,MID,1,1,36,342.0,292.0,334.0,935,17,59.3,224.0,53.0,0,136,33.6,4,0,4,4.4,8.181818181818182
75,Solomon,March,MID,6,1,94,96.0,147.0,34.0,2459,40,684.5,474.6,405.0,5,342,156.6,6,0,1,4.7,20.0
76,Pascal,Groß,MID,3,3,80,125.0,160.0,23.0,1864,31,815.3,456.0,344.0,12,347,161.7,3,0,1,6.7,11.940298507462686
77,Davy,Pröpper,MID,1,1,72,267.0,199.0,145.0,2546,45,279.1,389.2,121.0,3,351,79.2,4,0,2,4.8,15.0
78,José Heriberto,Izquierdo Mena,MID,2,0,31,249.0,400.0,309.0,789,10,77.3,75.4,147.0,0,95,30.0,3,0,1,5.9,5.2542372881355925
79,Glenn,Murray,FWD,1,13,129,36.0,144.0,200.0,2501,45,190.0,478.0,835.0,16,337,148.1,4,0,5,6.1,21.147540983606557
80,Tomer,Hemed,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
81,Sam,Baldock,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
82,Jürgen,Locadia,FWD,0,2,52,117.0,330.0,199.0,1225,21,190.8,154.4,356.0,6,155,69.7,3,0,1,5.3,9.81132075471698
83,Florin,Andone,FWD,0,3,38,114.0,340.0,348.0,866,14,48.6,147.2,361.0,2,74,54.9,2,0,5,5.0,7.6
84,David,Button,GK,0,0,15,441.0,385.0,471.0,360,5,0.0,89.2,0.0,2,76,8.9,1,0,0,4.0,3.75
85,Jason,Steele,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.9,0.0
86,Bernardo,Fernandes da Silva Junior,DEF,1,0,39,310.0,168.0,213.0,1749,29,172.6,444.2,83.0,0,290,70.0,2,0,4,4.2,9.285714285714285
87,Yves,Bissouma,MID,0,0,43,196.0,276.0,186.0,1764,32,213.0,253.4,201.0,0,170,66.8,3,0,5,4.6,9.347826086956523
88,Alireza,Jahanbakhsh,MID,0,0,33,238.0,379.0,281.0,1014,16,104.0,94.4,162.0,0,61,35.5,5,0,2,6.7,4.925373134328358
89,Martín,Montoya,DEF,1,0,45,335.0,173.0,143.0,2166,41,289.2,437.6,58.0,1,351,78.6,3,0,4,4.3,10.465116279069768
90,Viktor,Gyokeres,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
91,Ben,White,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
92,Max,Sanders,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
93,Dan,Burn,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
94,Jayson,Molumby,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
95,Tom,Heaton,GK,0,0,58,426.0,169.0,404.0,1710,27,20.1,442.8,4.0,4,323,46.6,4,0,3,4.8,12.083333333333334
96,Nick,Pope,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,0.0
97,Matthew,Lowton,DEF,0,0,34,346.0,220.0,224.0,1748,41,158.6,338.0,48.0,1,269,54.6,4,0,7,4.6,7.391304347826088
98,Ben,Mee,DEF,2,0,81,173.0,20.0,264.0,3420,68,113.8,885.4,238.0,5,572,123.9,8,0,9,4.6,17.608695652173914
99,Stephen,Ward,DEF,0,0,7,395.0,424.0,409.0,228,6,17.2,48.4,19.0,0,44,8.5,1,0,1,4.7,1.4893617021276595
100,James,Tarkowski,DEF,2,3,97,80.0,9.0,321.0,3086,63,69.8,1023.2,450.0,7,524,154.5,7,0,8,4.7,20.638297872340424
101,Kevin,Long,DEF,1,0,16,413.0,338.0,423.0,513,9,11.6,147.8,8.0,0,101,16.8,1,0,0,4.1,3.9024390243902443
102,Charlie,Taylor,DEF,1,0,82,370.0,84.0,153.0,3240,64,268.5,649.4,30.0,2,505,94.9,7,0,2,4.4,18.636363636363633
103,Phil,Bardsley,DEF,0,0,33,327.0,267.0,235.0,1670,27,139.6,267.8,66.0,0,224,47.4,4,0,9,4.2,7.857142857142857
104,Johann Berg,Gudmundsson,MID,7,3,92,106.0,159.0,49.0,1743,39,574.1,456.2,380.0,6,339,141.1,5,0,2,5.5,16.727272727272727
105,Steven,Defour,MID,0,0,10,441.0,415.0,368.0,449,14,36.6,61.4,0.0,0,70,9.9,0,0,0,5.3,1.8867924528301887
106,Jeff,Hendrick,MID,2,2,73,159.0,285.0,192.0,2058,44,205.3,233.8,269.0,3,243,70.6,4,0,4,5.2,14.038461538461538
107,Robbie,Brady,MID,1,0,20,307.0,376.0,198.0,714,17,194.1,102.0,85.0,0,77,38.2,1,1,3,5.4,3.7037037037037033
108,Ashley,Westwood,MID,8,2,111,165.0,91.0,41.0,2821,55,643.1,623.0,253.0,10,518,152.3,7,0,5,4.6,24.1304347826087
109,Jonathan,Walters,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.7,0.0
110,Jack,Cork,MID,2,1,87,172.0,142.0,133.0,3312,63,309.7,491.4,240.0,0,446,104.3,8,0,6,4.6,18.91304347826087
111,Aaron,Lennon,MID,1,1,41,283.0,333.0,253.0,1214,22,121.2,151.6,108.0,2,133,38.0,3,0,1,4.9,8.36734693877551
112,Sam,Vokes,FWD,0,3,48,142.0,332.0,275.0,907,20,108.6,152.0,292.0,7,130,54.3,2,0,0,5.3,9.056603773584905
113,Ashley,Barnes,FWD,3,12,122,24.0,107.0,131.0,2378,41,309.9,581.2,1042.0,13,394,192.9,7,0,8,5.6,21.78571428571429
114,Nahki,Wells,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
115,Chris,Wood,FWD,3,10,131,31.0,146.0,129.0,2580,49,310.3,475.8,911.0,17,379,167.9,7,0,2,6.3,20.793650793650794
116,Anders,Lindegaard,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.3,0.0
117,Joe,Hart,GK,0,0,69,441.0,100.0,428.0,1710,41,10.1,594.6,0.0,7,378,60.3,4,0,0,4.2,16.428571428571427
118,Ben,Gibson,DEF,0,1,6,367.0,428.0,461.0,62,3,0.4,42.4,33.0,0,17,7.6,0,0,1,4.8,1.25
119,Matej,Vydra,FWD,1,1,21,275.0,409.0,372.0,310,7,33.7,70.4,114.0,0,61,21.4,0,0,1,5.6,3.7500000000000004
120,Dwight,McNeil,MID,4,3,75,151.0,190.0,86.0,1590,25,442.8,405.2,279.0,6,305,112.5,5,0,2,4.4,17.045454545454543
121,Abd-Al-Ali Morakinyo Olaposi,Koiki,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
122,Josh,Benson,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
123,Peter,Crouch,FWD,1,0,8,273.0,469.0,447.0,86,3,1.6,7.6,115.0,0,24,12.3,0,0,1,4.4,1.8181818181818181
124,Anthony,Driscoll-Glennon,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
125,Harry,Arter,MID,1,0,48,224.0,287.0,203.0,1999,39,188.8,230.6,170.0,0,225,58.9,7,0,10,4.9,9.795918367346937
126,Neil,Etheridge,GK,0,0,154,441.0,4.0,400.0,3420,69,21.0,1116.8,0.0,18,775,113.6,10,0,2,4.6,33.47826086956522
127,Alex,Smithies,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,0.0
128,Sean,Morrison,DEF,4,1,97,61.0,77.0,173.0,3039,63,239.0,673.4,580.0,5,477,149.4,9,0,6,4.7,20.638297872340424
129,Sol,Bamba,DEF,1,4,95,137.0,40.0,343.0,2475,52,51.4,787.0,304.0,11,459,114.2,7,0,7,4.4,21.59090909090909
130,Bruno,Ecuele Manga,DEF,1,0,97,222.0,58.0,279.0,3375,67,105.5,722.0,172.0,4,581,100.4,10,0,0,4.4,22.045454545454543
131,Matthew,Connolly,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,0.0
132,Joe,Bennett,DEF,1,0,77,296.0,169.0,174.0,2639,50,237.1,442.8,98.0,4,433,77.8,9,0,5,4.4,17.5
133,Lee,Peltier,DEF,0,0,43,402.0,268.0,347.0,1542,26,49.5,267.2,15.0,1,232,33.1,5,0,4,3.9,11.025641025641026
134,Ashley Darel Jazz,Richards,DEF,0,0,2,441.0,459.0,447.0,129,4,1.6,14.8,0.0,0,15,1.8,0,0,0,3.9,0.5128205128205129
135,Greg,Halford,DEF,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
136,Joe,Ralls,MID,0,0,45,193.0,259.0,71.0,1954,40,481.1,284.6,204.0,0,232,96.7,5,1,4,4.6,9.782608695652174
137,David Junior,Hoilett,MID,2,3,82,76.0,241.0,103.0,2134,46,383.4,313.2,463.0,4,230,115.3,6,0,4,5.0,16.4
138,Nathaniel,Mendez-Laing,MID,1,4,63,112.0,216.0,160.0,978,18,255.0,351.4,370.0,6,253,97.8,4,0,0,4.8,13.125
139,Callum,Paterson,MID,2,4,80,65.0,269.0,125.0,1993,41,311.9,266.8,541.0,4,227,111.7,5,0,4,4.8,16.666666666666668
140,Aron,Gunnarsson,MID,1,1,65,196.0,206.0,182.0,2266,40,217.5,370.6,201.0,3,290,78.9,6,0,5,4.4,14.772727272727272
141,Anthony,Pilkington,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
142,Loïc,Damour,MID,0,0,2,413.0,494.0,455.0,21,2,1.0,0.6,8.0,0,6,0.9,0,0,0,4.3,0.46511627906976744
143,Danny,Ward,MID,0,1,22,229.0,396.0,302.0,435,14,83.3,81.8,168.0,0,67,32.9,0,0,0,4.3,5.116279069767442
144,Josh,Murphy,MID,2,3,76,62.0,258.0,154.0,1810,32,267.0,285.6,550.0,3,191,109.5,7,0,2,4.8,15.833333333333334
145,Kenneth,Zohore,FWD,1,1,33,158.0,375.0,223.0,741,19,159.5,103.6,270.0,2,93,53.3,2,0,1,4.6,7.173913043478262
146,Omar,Bogle,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.5,0.0
147,Gary,Madine,FWD,0,0,5,413.0,488.0,451.0,32,3,1.5,2.0,8.0,0,13,1.0,0,0,0,4.4,1.1363636363636362
148,Bobby,Reid,FWD,3,5,80,102.0,253.0,179.0,1413,30,224.4,296.6,392.0,9,276,91.0,4,0,0,5.2,15.384615384615383
149,Oumar,Niasse,FWD,0,0,30,131.0,408.0,297.0,988,13,85.7,70.8,317.0,0,29,47.1,5,0,0,5.0,6.0
150,Greg,Cunninghamm,DEF,0,0,9,395.0,372.0,322.0,630,17,69.7,106.4,19.0,0,72,19.6,1,0,3,4.1,2.1951219512195124
151,Víctor,Camarasa,MID,4,5,106,103.0,135.0,25.0,2569,53,798.4,515.8,387.0,5,398,170.2,9,0,6,4.4,24.09090909090909
152,Kadeem,Harris,MID,1,1,24,303.0,383.0,295.0,365,6,87.7,90.4,89.0,0,80,26.7,1,0,1,4.5,5.333333333333333
153,Brian,Murphy,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.0,0.0
154,Rhys,Healey,FWD,0,0,3,409.0,479.0,425.0,49,1,10.9,4.2,12.0,0,7,2.7,0,0,0,4.5,0.6666666666666666
155,Leandro,Bacuna,DEF,1,0,17,387.0,410.0,381.0,554,14,30.2,69.0,22.0,0,81,12.0,1,0,2,4.3,3.9534883720930236
156,Thibaut,Courtois,GK,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.5,0.0
157,Willy,Caballero,GK,0,0,13,441.0,444.0,455.0,180,0,1.0,24.6,0.0,0,45,2.6,2,0,0,4.7,2.7659574468085104
158,César,Azpilicueta,DEF,6,1,158,147.0,31.0,56.0,3402,39,525.1,815.0,286.0,11,822,163.2,16,0,4,6.4,24.6875
159,Gary,Cahill,DEF,0,0,2,441.0,478.0,471.0,22,0,0.0,4.8,0.0,0,6,0.5,0,0,0,5.0,0.4
160,Marcos,Alonso,DEF,8,2,161,73.0,92.0,59.0,2759,28,520.1,619.0,475.0,21,702,161.7,14,0,6,6.2,25.967741935483872
161,David,Luiz Moreira Marinho,DEF,2,3,164,113.0,25.0,110.0,3238,36,358.7,859.0,363.0,19,794,158.0,16,0,3,5.8,28.27586206896552
162,Victor,Moses,DEF,0,0,2,421.0,491.0,421.0,26,1,12.7,1.2,6.0,0,3,2.0,0,0,0,5.5,0.36363636363636365
163,Antonio,Rüdiger,DEF,2,1,116,157.0,112.0,232.0,2871,35,143.6,566.8,273.0,9,609,98.5,12,0,7,5.9,19.66101694915254
164,Andreas,Christensen,DEF,0,0,22,421.0,361.0,431.0,615,7,8.4,120.6,6.0,0,133,13.6,3,0,1,5.0,4.4
165,Davide,Zappacosta,DEF,0,0,9,371.0,455.0,414.0,125,0,14.7,17.4,29.0,0,30,6.1,1,0,0,5.0,1.8
166,Emerson,Palmieri dos Santos,DEF,0,0,22,311.0,374.0,264.0,660,11,113.8,104.6,81.0,1,130,30.0,2,0,0,5.2,4.230769230769231
167,Eden,Hazard,MID,15,16,238,5.0,1.0,2.0,2918,35,1471.2,1306.2,1546.0,35,879,432.7,12,0,2,11.0,21.636363636363637
168,Cesc,Fàbregas,MID,0,0,6,405.0,434.0,335.0,175,2,58.5,37.0,14.0,0,36,10.9,0,0,1,6.2,0.9677419354838709
169,Willian,Borges Da Silva,MID,7,3,108,44.0,117.0,5.0,2091,25,1165.5,557.6,742.0,6,475,246.7,11,0,2,7.1,15.211267605633804
170,Pedro,Rodríguez Ledesma,MID,2,8,112,45.0,132.0,64.0,1768,19,503.5,530.2,733.0,12,440,176.5,7,0,2,6.2,18.064516129032256
171,N'Golo,Kanté,MID,4,4,116,94.0,73.0,27.0,3092,38,766.3,683.6,412.0,3,563,186.4,14,0,3,4.9,23.6734693877551
172,Ross,Barkley,MID,5,3,79,90.0,231.0,113.0,1231,13,349.0,324.0,429.0,5,300,110.0,7,0,1,5.0,15.8
173,Daniel,Drinkwater,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.6,0.0
174,Tiemoué,Bakayoko,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.9,0.0
175,Ethan,Ampadu,MID,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,0.0
176,Callum,Hudson-Odoi,MID,1,0,18,255.0,385.0,234.0,388,5,143.2,89.2,133.0,1,83,36.2,2,0,0,4.2,4.285714285714286
177,Ruben,Loftus-Cheek,MID,2,6,79,121.0,196.0,161.0,980,9,254.9,391.6,346.0,6,292,99.4,5,0,0,5.2,15.192307692307692
178,Olivier,Giroud,FWD,4,2,55,69.0,315.0,163.0,828,5,253.6,183.2,519.0,2,169,94.5,6,0,1,7.7,7.142857142857142
179,Álvaro,Morata,FWD,0,5,46,68.0,295.0,245.0,936,11,130.2,219.8,523.0,3,119,86.3,6,0,3,8.4,5.476190476190476
180,Jorge Luiz,Frello Filho,MID,0,2,96,265.0,70.0,42.0,3156,37,628.4,691.4,122.0,4,577,144.2,16,0,8,4.6,20.869565217391305
181,Tammy,Abraham,FWD,0,0,0,441.0,498.0,471.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.4,0.0
